WKT;id;calle;tipo_calle;codigo_calle;id_eje;sm;lado;altura;paridad;regla_general_id;regla_general;horario_regla_general_id;horario_regla_general;normativa_id;normativa;horario_normativa_id;horario_normativa;tarifa
"MULTILINESTRING ((-58.4385743844323 -34.6595460375194,-58.4393747751427 -34.6601866515255))";15760;"RIVERA, FRUCTUOSO, GENERAL";CALLE;19052;25148;52-062A;izquierdo;2802 - 2900;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4388553430741 -34.6606001722034,-58.4380846186912 -34.6599342650529))";15761;BARCELONA;CALLE;2022;25208;52-062A;izquierdo;2802 - 2900;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4394159450897 -34.6602616889403,-58.4389543883393 -34.6606293180019))";15762;SAN PEDRITO;CALLE;20050;25209;52-062A;izquierdo;3002 - 3050;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4866758111728 -34.5580961569686,-58.4874682358667 -34.5584746590423))";15763;CHAJARI;CALLE;3217;1803;55-177A;izquierdo;4402 - 4500;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4375779663822 -34.660228236518,-58.4376433890643 -34.660175892153,-58.4379514609401 -34.6599317904498))";15764;CASTAÃON;CALLE;3088;25145;52-062B;izquierdo;3052 - 3100;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4867083368181 -34.5580491043354,-58.487500761213 -34.558427606201))";15765;CHAJARI;CALLE;3217;1803;55-177B;derecho;4401 - 4499;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4383835352068 -34.6609406456433,-58.4376255547187 -34.6602960904639))";15766;CORRALES;CALLE;3168;25276;52-062B;izquierdo;2802 - 2900;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4388603492339 -34.6607165665609,-58.438474224043 -34.660991757665))";15767;SAN PEDRITO;CALLE;20050;25277;52-062B;izquierdo;3052 - 3100;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.438636558581 -34.6593918827146,-58.4394043073071 -34.6587833560279))";15768;CASTAÃON;CALLE;3088;25013;52-063;izquierdo;2902 - 3000;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4957649004018 -34.5483683083153,-58.4949910664928 -34.5480219680684))";15769;"PAZ, GRAL. AV.";AVENIDA;17041;586;55-176;derecho;;S/N;2;PERMITIDO ESTACIONAR;1;24 HORAS;1;PROHIBIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4403511202953 -34.6595171408332,-58.4395713001285 -34.6601381781718))";15770;SAN PEDRITO;CALLE;20050;25149;52-063;izquierdo;2902 - 3000;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4396073035037 -34.6586207137495,-58.4404840802138 -34.6579258346083))";15771;CASTAÃON;CALLE;3088;24907;52-064;izquierdo;2802 - 2900;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.486350872715 -34.5585770042151,-58.4871430963172 -34.5589559027814))";15772;"LARRALDE, CRISOLOGO AV.";AVENIDA;19028;1860;55-177A;derecho;4401 - 4499;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.488758764597 -34.5550798953861,-58.4890173571149 -34.55509273055,-58.4892316711732 -34.5550544524851,-58.4898350409757 -34.555084636273))";15773;"BALBIN, RICARDO, DR. AV.";AVENIDA;4053;1405;55-181;izquierdo;4102 - 4156;PAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;;;;;
"MULTILINESTRING ((-58.4404095393912 -34.6593625128179,-58.4403748292814 -34.6593356666466,-58.4395970584444 -34.6587344268951))";15774;ITAQUI;CALLE;9027;25014;52-064;izquierdo;2802 - 2900;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4414135515622 -34.6586733259997,-58.4405561411828 -34.659356327961))";15775;SAN PEDRITO;CALLE;20050;25015;52-064;izquierdo;2802 - 2900;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4356638988738 -34.6615215850656,-58.4348231870767 -34.6608191315022,-58.4347557180108 -34.6607703636654))";15776;CONDOR;CALLE;3154;25342;52-074;izquierdo;2702 - 2800;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4359989519418 -34.660344396612,-58.436873836091 -34.6607111502072))";15777;"PIZARRO, FRANCISCO";CALLE;17096;25110;52-075;izquierdo;2702 - 2800;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4860249067667 -34.555876494849,-58.4864497914464 -34.555266147563))";15778;PLAZA;CALLE;17099;1522;55-208;izquierdo;3802 - 3900;PAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4909927387124 -34.5533583155258,-58.4902467126777 -34.5529626986104))";15779;RUIZ HUIDOBRO AV.;AVENIDA;19093;1206;55-184;derecho;;S/N;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;;;;;
"MULTILINESTRING ((-58.4365613496136 -34.6609134049768,-58.4365222563367 -34.6608795450703,-58.4359602043363 -34.6603929390053))";15780;TABARE;CALLE;21001;25265;52-075;izquierdo;2702 - 2800;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4903630628799 -34.552789862604,-58.4911235441429 -34.5531690058616))";15781;RUIZ HUIDOBRO AV.;AVENIDA;19093;27652;55-185;derecho;4301 - 4399;IMPAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;;;;;
"MULTILINESTRING ((-58.4363293017879 -34.6577509974668,-58.4372666653174 -34.6584985859209))";15782;"RIVERA, FRUCTUOSO, GENERAL";CALLE;19052;24880;52-077A;izquierdo;2602 - 2700;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4363347377885 -34.6591952561192,-58.4356747195144 -34.6586339595474,-58.4355392114906 -34.6585218034018))";15783;CORRALES;CALLE;3168;24997;52-077A;izquierdo;2602 - 2700;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4374233671743 -34.6586232806843,-58.4383280989824 -34.6593475298681))";15784;"RIVERA, FRUCTUOSO, GENERAL";CALLE;19052;25012;52-077A;izquierdo;2702 - 2800;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4910453764043 -34.5532897175024,-58.4902993507332 -34.552894100904))";15785;RUIZ HUIDOBRO AV.;AVENIDA;19093;1206;55-185Z;izquierdo;4302 - 4400;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4373854007976 -34.6600909114952,-58.4364766621305 -34.6593180908654))";15786;CORRALES;CALLE;3168;25144;52-077A;izquierdo;2702 - 2800;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4345220363274 -34.659452867483,-58.4354473963904 -34.6598352755729))";15787;"CORREA MORALES, LUCIO";CALLE;3172;25082;52-079Z;izquierdo;2602 - 2700;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4903190069043 -34.552863699077,-58.4910794886397 -34.5532428426041))";15788;RUIZ HUIDOBRO AV.;AVENIDA;19093;27652;55-185Z;izquierdo;;S/N;1;PROHIBIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4889575013747 -34.5548460518095,-58.4892311739565 -34.5549294080962,-58.4898822861112 -34.5549619801362))";15789;"BALBIN, RICARDO, DR. AV.";AVENIDA;4053;1405;55-182;derecho;4101 - 4155;IMPAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;;;;;
"MULTILINESTRING ((-58.4357104287607 -34.6599483276331,-58.436973794462 -34.6604704654151))";15790;"CORREA MORALES, LUCIO";CALLE;3172;25182;52-079Z;izquierdo;2702 - 2800;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4371997032633 -34.6605749792405,-58.4382308834394 -34.6610011149894))";15791;"CORREA MORALES, LUCIO";CALLE;3172;25275;52-079Z;izquierdo;2802 - 2900;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4385879252206 -34.6611465198764,-58.4398892838175 -34.6616843670274))";15792;"CORREA MORALES, LUCIO";CALLE;3172;25352;52-079Z;izquierdo;2902 - 3000;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4330678304224 -34.6609146672763,-58.4331529792895 -34.6609576148183,-58.4339730861409 -34.6613356420999))";15793;"RAMIREZ, CARLOS M.";CALLE;19003;25311;52-089;izquierdo;2602 - 2700;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4340375718834 -34.6613851228489,-58.4337480727173 -34.6617652804086))";15794;CULPINA;CALLE;3203;25371;52-089;izquierdo;3472 - 3500;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4345184902638 -34.6607535046416,-58.4341234015018 -34.6612724558143))";15795;CULPINA;CALLE;3203;25312;52-090;izquierdo;3402 - 3470;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4343281818983 -34.6596444896912,-58.4352726897889 -34.660040487345))";15796;"PIZARRO, FRANCISCO";CALLE;17096;25101;52-091;izquierdo;2602 - 2700;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4345488381148 -34.6606195504522,-58.4345243904881 -34.6606018892666,-58.4337869028406 -34.6601779977107))";15797;CONDOR;CALLE;3154;25210;52-091;izquierdo;2602 - 2700;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4353047665533 -34.6600990827629,-58.4346478000914 -34.6606216372736))";15798;CULPINA;CALLE;3203;25211;52-091;izquierdo;3302 - 3400;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4944403990279 -34.5485421787507,-58.4946135895873 -34.5482945500002,-58.4948110027015 -34.5480220959744))";15799;MACHAIN;CALLE;13003;575;55-191;derecho;4901 - 4999;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4857392173128 -34.557647480148,-58.4863641596722 -34.5579460746284))";15800;CHAJARI;CALLE;3217;1743;55-192A;izquierdo;4302 - 4400;PAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4857715002702 -34.5576007729345,-58.4863964423954 -34.557899367252))";15801;CHAJARI;CALLE;3217;1743;55-192B;derecho;4301 - 4399;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4854051203709 -34.5581265908084,-58.4859739428366 -34.5583989911284,-58.4860361053926 -34.5584287094743))";15802;"LARRALDE, CRISOLOGO AV.";AVENIDA;19028;1807;55-192A;derecho;4301 - 4399;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4382596843251 -34.6577041256436,-58.4372013967529 -34.656879053639))";15803;ITAQUI;CALLE;9027;24739;52-095;izquierdo;2602 - 2700;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4860909110351 -34.5584365801931,-58.4863883777135 -34.5579989370297))";15804;"GOYENECHE, ROBERTO PARQUE AV.";AVENIDA;17155;1808;55-192A;derecho;3601 - 3649;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;1;PROHIBIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4393338690674 -34.6585305927487,-58.4384389454669 -34.657838803829))";15805;ITAQUI;CALLE;9027;24906;52-095;izquierdo;2702 - 2800;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4864642482966 -34.5578930408831,-58.486769135088 -34.5574604658823))";15806;"GOYENECHE, ROBERTO PARQUE AV.";AVENIDA;17155;1744;55-192B;derecho;3651 - 3699;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;1;PROHIBIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4868520973209 -34.5573215678414,-58.4872889623038 -34.556690426265))";15807;"GOYENECHE, ROBERTO PARQUE AV.";AVENIDA;17155;1690;55-193;derecho;3701 - 3799;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;1;PROHIBIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4873990757803 -34.5565360514533,-58.4878234082117 -34.5559229952768))";15808;"GOYENECHE, ROBERTO PARQUE AV.";AVENIDA;17155;1604;55-194;derecho;3801 - 3899;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;1;PROHIBIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4879139984413 -34.5557660693939,-58.4880636238486 -34.5553666377406,-58.4881151847997 -34.5552556616846,-58.4881587073187 -34.5551479154018))";15809;"GOYENECHE, ROBERTO PARQUE AV.";AVENIDA;17155;1513;55-195;derecho;3901 - 3999;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;1;PROHIBIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4883656360346 -34.5548599582556,-58.4887587715611 -34.5542663984703))";15810;"GOYENECHE, ROBERTO PARQUE AV.";AVENIDA;17155;1393;55-196;derecho;4001 - 4099;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;1;PROHIBIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4888675835762 -34.5541091693949,-58.4893097980548 -34.5534847235213))";15811;"GOYENECHE, ROBERTO PARQUE AV.";AVENIDA;17155;1299;55-197;derecho;4101 - 4199;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;1;PROHIBIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4898207646231 -34.5527308072814,-58.4893368720836 -34.5524407074753))";15812;RUIZ HUIDOBRO AV.;AVENIDA;19093;1132;55-198;derecho;;S/N;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;;;;;
"MULTILINESTRING ((-58.4875878703488 -34.5550179940104,-58.4877709538658 -34.5550274157767,-58.4880655914826 -34.5550423386588))";15813;"BALBIN, RICARDO, DR. AV.";AVENIDA;4053;1392;55-195;izquierdo;4042 - 4100;PAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;1;PROHIBIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4877613889999 -34.5548087511394,-58.4879249388168 -34.5548178280655,-58.4883477139417 -34.554839010723))";15814;"BALBIN, RICARDO, DR. AV.";AVENIDA;4053;1392;55-196;derecho;4045 - 4099;IMPAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;1;PROHIBIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4918527151403 -34.5488341763572,-58.4922400124087 -34.5490343716588))";15815;"BACH, JUAN SEBASTIAN";CALLE;2005;668;55-203A;izquierdo;4302 - 4400;PAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4918756067954 -34.5487800696264,-58.4922629038677 -34.5489802648573))";15816;"BACH, JUAN SEBASTIAN";CALLE;2005;668;55-203B;derecho;4301 - 4399;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4847422447107 -34.5577186915119,-58.4853461066742 -34.5568511841079))";15817;PLAZA;CALLE;17099;1730;55-206;izquierdo;3602 - 3700;PAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4894192391532 -34.5533382360167,-58.4898200663928 -34.5527819113275))";15818;"GOYENECHE, ROBERTO PARQUE AV.";AVENIDA;17155;1217;55-198;derecho;4201 - 4299;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;1;PROHIBIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4899979642651 -34.552527260411,-58.4903707175248 -34.5519885307236,-58.4903997661055 -34.5519466695921))";15819;"GOYENECHE, ROBERTO PARQUE AV.";AVENIDA;17155;1133;55-199;derecho;4301 - 4399;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;1;PROHIBIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.489442065209 -34.5522877185992,-58.489939941637 -34.5525600799488))";15820;RUIZ HUIDOBRO AV.;AVENIDA;19093;27649;55-199;derecho;4201 - 4299;IMPAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;;;;;
"MULTILINESTRING ((-58.4905111362667 -34.5517979894405,-58.4909479450654 -34.5511677356529))";15821;"GOYENECHE, ROBERTO PARQUE AV.";AVENIDA;17155;1022;55-200;derecho;4401 - 4499;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;1;PROHIBIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4851970768574 -34.5719554849095,-58.4854618544178 -34.5716258392957))";15822;PACHECO;CALLE;17001;3503;53-002;izquierdo;2558 - 2600;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;1;PROHIBIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4910527172343 -34.5510082384949,-58.4910555927175 -34.5510040961525,-58.491493344019 -34.550384220311))";15823;"GOYENECHE, ROBERTO PARQUE AV.";AVENIDA;17155;927;55-201;derecho;4501 - 4599;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;1;PROHIBIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4898670357595 -34.5526542281603,-58.4894383757627 -34.5523987223488))";15824;RUIZ HUIDOBRO AV.;AVENIDA;19093;1132;55-199Z;izquierdo;4202 - 4300;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4855631109127 -34.5714997849258,-58.4859971293141 -34.5709595104501,-58.4860453631431 -34.5708994602737))";15825;PACHECO;CALLE;17001;3394;53-003;izquierdo;2602 - 2700;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4894482950841 -34.5523888752481,-58.4898900768729 -34.5526276719932))";15826;RUIZ HUIDOBRO AV.;AVENIDA;19093;27649;55-199Z;izquierdo;;S/N;1;PROHIBIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4861652072174 -34.570749040061,-58.4866085034194 -34.570197325103,-58.4866473806342 -34.5701489371701))";15827;PACHECO;CALLE;17001;3289;53-004;izquierdo;2702 - 2800;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4865702261163 -34.555138711092,-58.4865679207484 -34.5551126107517,-58.486572600873 -34.555089095555,-58.4865836348507 -34.5550673650755,-58.4865942262631 -34.5550535003211,-58.4866141753713 -34.555036604072,-58.4866485627232 -34.5550198971486))";15828;PLAZA;CALLE;17099;1423;55-209;izquierdo;3902 - 3920;PAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4867677680984 -34.5699985965933,-58.487250816833 -34.5693974763566))";15829;PACHECO;CALLE;17001;3187;53-005;izquierdo;2802 - 2900;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4873729298126 -34.5692464689272,-58.4878195086227 -34.5686905947411,-58.4878643549492 -34.5686327956131))";15830;PACHECO;CALLE;17001;3074;53-006;izquierdo;2902 - 3000;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4879857066322 -34.5538171817006,-58.4881902914633 -34.5539186073003))";15831;VILELA;CALLE;23062;1269;55-210;izquierdo;4282 - 4300;PAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4864352101714 -34.5547217652166,-58.4867991204231 -34.554199304279))";15832;PLAZA;CALLE;17099;1378;55-211;izquierdo;;S/N;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4893909022025 -34.5513572303353,-58.4897899882846 -34.5515670648331))";15833;CORREA;CALLE;3169;985;55-214;izquierdo;4102 - 4200;PAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4899381613521 -34.550568149059,-58.4903400374135 -34.5507798967163))";15834;RAMALLO;CALLE;19002;891;55-215;izquierdo;4202 - 4300;PAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4894340107326 -34.5512949754381,-58.4898330966256 -34.5515048097972))";15835;CORREA;CALLE;3169;985;55-215;derecho;4101 - 4199;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4867694920317 -34.5547958580205,-58.4868221901193 -34.5547961640794,-58.4871929022474 -34.5548022547005))";15836;"BALBIN, RICARDO, DR. AV.";AVENIDA;4053;1382;55-211;derecho;4001 - 4039;IMPAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;1;PROHIBIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4891870689336 -34.5523712115788,-58.4891304608772 -34.5523100077222,-58.4888759839029 -34.5520518205103,-58.4888235992299 -34.5520183598583))";15837;RUIZ HUIDOBRO AV.;AVENIDA;19093;1020;55-213;derecho;;S/N;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;;;;;
"MULTILINESTRING ((-58.4890132534509 -34.5519205120685,-58.4891007385835 -34.552009504397,-58.4891587802042 -34.5520679369717,-58.4892193479085 -34.5521368055628,-58.4892939570218 -34.5521844970872))";15838;RUIZ HUIDOBRO AV.;AVENIDA;19093;27646;55-214;derecho;4101 - 4199;IMPAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;;;;;
"MULTILINESTRING ((-58.4867350700409 -34.5550120725145,-58.4867877682647 -34.5550123785881,-58.4873170871197 -34.555018435559))";15839;"BALBIN, RICARDO, DR. AV.";AVENIDA;4053;1382;55-209;izquierdo;4002 - 4036;PAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;1;PROHIBIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4891851758305 -34.5522357647183,-58.4889739176659 -34.5520086713775))";15840;RUIZ HUIDOBRO AV.;AVENIDA;19093;1020;55-213Z;izquierdo;4102 - 4200;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4889490301511 -34.5520001231202,-58.4891640648025 -34.5522426100311))";15841;RUIZ HUIDOBRO AV.;AVENIDA;19093;27646;55-213Z;izquierdo;;S/N;1;PROHIBIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4872986547306 -34.5548046245266,-58.4875708994023 -34.554809134196))";15842;"BALBIN, RICARDO, DR. AV.";AVENIDA;4053;1386;55-210;derecho;4041 - 4043;IMPAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;1;PROHIBIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.489980808991 -34.5505069940278,-58.4903826848662 -34.5507187415469))";15843;RAMALLO;CALLE;19002;891;55-216;derecho;4201 - 4299;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4905429761505 -34.5496678394432,-58.4905728587674 -34.5496212774249,-58.4905722984759 -34.5495783555621,-58.4905513572198 -34.5495394462307,-58.4905206266985 -34.5495212980209,-58.4905072244937 -34.5495032537108,-58.4905085746548 -34.5494782780211,-58.4908437632047 -34.5489699599322))";15844;"PALME, OLOF";CALLE;17150;758;55-217;izquierdo;4602 - 4700;PAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4845612764453 -34.5702547835799,-58.4852311196006 -34.5694997200252))";15845;GALVAN;CALLE;7014;3225;53-019;izquierdo;2702 - 2800;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4853793596681 -34.5693324323776,-58.48605082209 -34.568575561066))";15846;GALVAN;CALLE;7014;3091;53-020;izquierdo;2802 - 2900;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4874642617892 -34.5681740477649,-58.4880502916838 -34.5674156610394))";15847;"LEGUIZAMON, HONORIO, DR.";CALLE;12093;2927;53-022B;izquierdo;3702 - 3800;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4875493157145 -34.5668673772468,-58.487561890345 -34.5668527384713,-58.4883067919856 -34.5660209509271,-58.4883215417168 -34.5660044555498))";15848;GALVAN;CALLE;7014;2751;53-023;izquierdo;3102 - 3200;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4914529556725 -34.5481419953117,-58.4919759100406 -34.5484201338253))";15849;PICO;CALLE;17074;593;55-218;izquierdo;4202 - 4300;PAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4909653780549 -34.5488106331164,-58.4913955620174 -34.5481769985599))";15850;"PALME, OLOF";CALLE;17150;643;55-218;izquierdo;4702 - 4800;PAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
