WKT;id;calle;tipo_calle;codigo_calle;id_eje;sm;lado;altura;paridad;regla_general_id;regla_general;horario_regla_general_id;horario_regla_general;normativa_id;normativa;horario_normativa_id;horario_normativa;tarifa
"MULTILINESTRING ((-58.4085587953742 -34.5962309128394,-58.4088844393369 -34.5968747307324))";24934;LAPRIDA;CALLE;12056;8303;15-101;derecho;1001 - 1099;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4088624422703 -34.5946244701636,-58.4081333701827 -34.5949430901435,-58.408007468204 -34.5949902784803))";24935;"MANSILLA, LUCIO NORBERTO, GENERAL";CALLE;13025;7875;15-102;derecho;2901 - 2999;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;4;PROHIBIDO ESTACIONAR Y DETENERSE;1;24 HORAS;
"MULTILINESTRING ((-58.4079824059096 -34.5950852324407,-58.4084502351585 -34.5960239939595))";24936;LAPRIDA;CALLE;12056;8114;15-102;derecho;1101 - 1199;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4073460269729 -34.5934782114039,-58.4073781074357 -34.5934612019032,-58.4080796030109 -34.5931296144708,-58.4082092558693 -34.5930663001813))";24937;CHARCAS;CALLE;3219;7558;15-104;derecho;2901 - 2999;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4060776198653 -34.5910264886126,-58.4052417322892 -34.5917141621276,-58.4052394803109 -34.5917160179126))";24938;ARENALES;CALLE;1104;7281;15-105;derecho;2801 - 2899;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4042570164816 -34.5896767990784,-58.403411426444 -34.5903070456567))";24939;JUNCAL;CALLE;10014;6970;15-107;derecho;2601 - 2699;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4029667205834 -34.5887238067281,-58.402051511817 -34.5892569938001))";24940;FRENCH;CALLE;6055;6705;15-108;derecho;2701 - 2799;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4008768942102 -34.587134855089,-58.4000307773322 -34.5876516678185))";24941;"PACHECO DE MELO, JOSE ANDRES";CALLE;17002;6325;15-110;derecho;2501 - 2599;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.400978043528 -34.5883969001944,-58.4018404413198 -34.5878826807563))";24942;PEÃA;CALLE;17054;6509;15-110;derecho;2601 - 2699;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4083804004636 -34.596249068163,-58.4076820720266 -34.5965491050625,-58.4075094253001 -34.5966262355798))";24943;PARAGUAY;CALLE;17017;8236;15-114;derecho;2801 - 2899;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4077729567015 -34.5950676438746,-58.4077361419015 -34.5950814604832,-58.4068205423663 -34.5953810223224))";24944;"MANSILLA, LUCIO NORBERTO, GENERAL";CALLE;13025;7895;15-115;derecho;2801 - 2899;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4061792683805 -34.5941168058595,-58.4070780951486 -34.5936191941857,-58.4071184042163 -34.5935978534042))";24945;CHARCAS;CALLE;3219;7733;15-117;derecho;2801 - 2899;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4050441900904 -34.5918795364534,-58.4043079981351 -34.5924783847107))";24946;ARENALES;CALLE;1104;7406;15-118;derecho;2701 - 2799;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4032209614411 -34.5904491163787,-58.4025497808677 -34.5909493559398))";24947;JUNCAL;CALLE;10014;7104;15-120;derecho;2501 - 2599;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4043124344566 -34.5909990145433,-58.40520815674 -34.5903790393632))";24948;BERUTI;CALLE;2071;7128;15-107;derecho;2801 - 2899;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4018373151411 -34.5893828400386,-58.4010305917242 -34.5898528052958))";24949;FRENCH;CALLE;6055;6841;15-121;derecho;2601 - 2699;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4033622099316 -34.5916507512147,-58.4041072102986 -34.5911374013302))";24950;BERUTI;CALLE;2071;7274;15-120;derecho;2701 - 2799;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4062363186618 -34.5926479844342,-58.4071833462106 -34.5934412254332))";24951;LAPRIDA;CALLE;12056;7623;15-104;derecho;1301 - 1399;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4073478055564 -34.5936956963626,-58.4078311542243 -34.5948375131306))";24952;LAPRIDA;CALLE;12056;7874;15-103;derecho;1201 - 1299;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4030797176932 -34.5902785102316,-58.4019852785883 -34.589428679857))";24953;LAPRIDA;CALLE;12056;6969;15-121;derecho;1701 - 1799;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4065959872198 -34.5971019970426,-58.4066914834514 -34.5979365897668))";24954;"JAURES, JEAN";CALLE;10006;8557;15-122A;derecho;1001 - 1099;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.408029662758 -34.5979564986535,-58.4075578947678 -34.5970915380072))";24955;"ANCHORENA, TOMAS MANUEL DE, DR.";CALLE;1078;8561;15-122A;derecho;901 - 999;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.3982492957737 -34.5796897804691,-58.3980362293717 -34.5803897360917))";24956;"ESTRADA, JUEZ";CALLE;5096;4796;15-160;derecho;2701 - 2749;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4074647166062 -34.5969314066432,-58.4073376510222 -34.5966984510348))";24957;"ANCHORENA, TOMAS MANUEL DE, DR.";CALLE;1078;8308;15-122B;derecho;1001 - 1099;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4066514702731 -34.5954368760023,-58.406505042392 -34.5954848015676,-58.4062931057125 -34.5955542339067))";24958;"MANSILLA, LUCIO NORBERTO, GENERAL";CALLE;13025;7991;15-124;derecho;2767 - 2799;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4072504394674 -34.596543491431,-58.4066962862744 -34.5955459964842))";24959;"ANCHORENA, TOMAS MANUEL DE, DR.";CALLE;1078;8235;15-124;derecho;1101 - 1199;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.406306178728 -34.5956732127982,-58.4065108514914 -34.5967930320049,-58.4065223978707 -34.5968490358602))";24960;"JAURES, JEAN";CALLE;10006;8312;15-124;derecho;1101 - 1199;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4061567562666 -34.5955984284555,-58.4056529708799 -34.5957634335975))";24961;"MANSILLA, LUCIO NORBERTO, GENERAL";CALLE;13025;8037;15-125;derecho;2701 - 2765;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4055346290975 -34.5958020048114,-58.4047177871252 -34.5960696196992))";24962;"MANSILLA, LUCIO NORBERTO, GENERAL";CALLE;13025;8105;15-125;derecho;2601 - 2699;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4065963321684 -34.5952806902245,-58.406121056386 -34.5943401836586))";24963;"ANCHORENA, TOMAS MANUEL DE, DR.";CALLE;1078;7951;15-126;derecho;1201 - 1299;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.405196368919 -34.5948232150841,-58.4055951798297 -34.5956223468107))";24964;"QUIRNO COSTA, NORBERTO, DR.";CALLE;18015;8036;15-126;derecho;1201 - 1299;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4051557669436 -34.5946744421408,-58.4059140875965 -34.5942676047387,-58.4059443735874 -34.5942508338329))";24965;CHARCAS;CALLE;3219;7842;15-128;derecho;2701 - 2799;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4042817246877 -34.595138139367,-58.4043848673848 -34.5950848532126,-58.4050238656586 -34.5947419469579))";24966;CHARCAS;CALLE;3219;7932;15-128;derecho;2601 - 2699;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4040829010476 -34.5925865285022,-58.4031843689007 -34.5929014183397))";24967;ARENALES;CALLE;1104;7516;15-129;derecho;2601 - 2699;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4049699916353 -34.593279073676,-58.404220526061 -34.5926176317911))";24968;"ANCHORENA, TOMAS MANUEL DE, DR.";CALLE;1078;7587;15-129;derecho;1401 - 1499;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4040445224101 -34.5924612242253,-58.4040247744052 -34.5924437940187,-58.4033488634393 -34.5918436420901))";24969;"ANCHORENA, TOMAS MANUEL DE, DR.";CALLE;1078;7405;15-130;derecho;1501 - 1599;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4032159111789 -34.5917189378553,-58.4025143960918 -34.5911083266924))";24970;"ANCHORENA, TOMAS MANUEL DE, DR.";CALLE;1078;7273;15-131;derecho;1601 - 1699;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4010771370258 -34.5899653772458,-58.4023122866558 -34.5908408181986))";24971;"ANCHORENA, TOMAS MANUEL DE, DR.";CALLE;1078;7103;15-121;derecho;1701 - 1799;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;
"MULTILINESTRING ((-58.4046752348955 -34.5961804321598,-58.4051538161824 -34.5971066026123))";24972;ECUADOR;CALLE;5001;8370;15-125;derecho;1101 - 1199;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;
"MULTILINESTRING ((-58.4044539352196 -34.5961556904837,-58.4032494783088 -34.5965501522627))";24973;"MANSILLA, LUCIO NORBERTO, GENERAL";CALLE;13025;8219;15-133;derecho;2501 - 2599;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4029485332079 -34.5957311233812,-58.404036480254 -34.5952654294664))";24974;CHARCAS;CALLE;3219;8065;15-136;derecho;2501 - 2599;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4029496882062 -34.5929886222381,-58.4019896136112 -34.5933250506217))";24975;ARENALES;CALLE;1104;7584;15-137;derecho;2501 - 2599;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4050213994076 -34.5972975536098,-58.4036078090083 -34.5975422826237))";24976;PARAGUAY;CALLE;17017;8436;15-132;derecho;2501 - 2599;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;
"MULTILINESTRING ((-58.3998126708084 -34.5877849934448,-58.3989001584759 -34.5883423277945))";24977;"PACHECO DE MELO, JOSE ANDRES";CALLE;17002;6499;15-143;derecho;2401 - 2499;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.3999043123055 -34.5890395571719,-58.3999706666672 -34.5890000586381,-58.4007640227697 -34.5885269853655))";24978;PEÃA;CALLE;17054;6673;15-143;derecho;2501 - 2599;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.3997740830747 -34.5876695298601,-58.3997401375899 -34.5876435452386,-58.3991931940823 -34.5872656313431))";24979;LAPRIDA;CALLE;12056;6324;15-144;derecho;2001 - 2099;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.399035056339 -34.5871561766243,-58.3982962701271 -34.5866456919327))";24980;LAPRIDA;CALLE;12056;6221;15-145;derecho;2101 - 2199;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4007551302195 -34.588437839773,-58.3999525931848 -34.5878049685091,-58.399946161095 -34.5878000417218))";24981;LAPRIDA;CALLE;12056;6508;15-143;derecho;1901 - 1999;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4008694601667 -34.5899460688612,-58.4006361977546 -34.590081920381,-58.4004449989383 -34.5901934025858))";24982;FRENCH;CALLE;6055;6915;15-140;derecho;2501 - 2599;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4017454008297 -34.5892411704605,-58.4017361903518 -34.589234020194,-58.4009541014946 -34.5885973055556))";24983;LAPRIDA;CALLE;12056;6704;15-142;derecho;1801 - 1899;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.3981041559895 -34.5878007652221,-58.3990228094632 -34.5872293552562))";24984;"GUTIERREZ, JUAN MARIA";CALLE;7111;6392;15-145;derecho;2501 - 2599;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.3975005983212 -34.57863727924,-58.3970054499132 -34.579012624))";24985;"TEDIN, JUEZ";CALLE;21016;4523;15-159;derecho;2701 - 2739;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.3965039694051 -34.5868334737449,-58.3970046314083 -34.5872122739846,-58.3970784808756 -34.5872317482834,-58.3971805778319 -34.5872093911552,-58.3972862231878 -34.5871228194827,-58.3973472709882 -34.587113210404,-58.3974408564523 -34.5871405802456))";24986;"AGOTE, LUIS DR.";CALLE;1016;6229;15-149;izquierdo;2202 - 2300;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.3970588520837 -34.57912999137,-58.3978875084089 -34.5802950233978))";24987;TAGLE;CALLE;21006;4795;15-159;derecho;2801 - 2899;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.3961225175638 -34.585693545302,-58.3965105410056 -34.5866652910305))";24988;VITTORIA FRANCISCO DE;CALLE;23075;6114;15-149;derecho;2301 - 2399;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.3981832308972 -34.5795399520059,-58.3975905156244 -34.5787049852948))";24989;"MORA FERNANDEZ, JUAN";CALLE;13122;4627;15-159;derecho;2901 - 2999;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.3980669610815 -34.578207534974,-58.3976724137326 -34.5785068091237))";24990;"TEDIN, JUEZ";CALLE;21016;4450;15-161;derecho;2741 - 2799;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.3986874274313 -34.5777362687272,-58.3982885756589 -34.5780382834959))";24991;"TEDIN, JUEZ";CALLE;21016;4363;15-163;derecho;2801 - 2899;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4002960947503 -34.577827191837,-58.4002607720782 -34.5778101541092,-58.4002019599356 -34.5778000925153,-58.4001295225092 -34.5777995813105,-58.400051768003 -34.5778024463033,-58.3999924589701 -34.5778085613675,-58.3999210669125 -34.577822164359,-58.3998662960794 -34.5778378702356,-58.3998218418546 -34.5778552199749,-58.3997734363588 -34.5778802599865,-58.3997118034058 -34.5779196417487,-58.3996509907695 -34.5779648169341,-58.3996035591708 -34.5780044106855,-58.3995529144287 -34.5780471207874,-58.3995074854098 -34.5780863056907,-58.3994573332288 -34.5781295645011,-58.3994201127319 -34.57816166903,-58.3993794062367 -34.5781967803615,-58.3993480250871 -34.5782278423887))";24992;"ROCHA, DARDO";CALLE;19061;4395;15-164;derecho;2901 - 2999;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4000358688796 -34.5770149781411,-58.3996571021081 -34.5772012963455,-58.3994105407588 -34.5773018736821,-58.3989265032779 -34.5775646574348))";24993;"TEDIN, JUEZ";CALLE;21016;4278;15-167;derecho;2901 - 2999;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4012347361762 -34.5778742675439,-58.4012611931734 -34.5777924107564,-58.4012725108628 -34.5777500945553,-58.4012874954731 -34.5776832619404,-58.4012953671257 -34.5776237245881,-58.4012974973354 -34.5775820791201,-58.4012982590025 -34.5775286487544,-58.4012941001196 -34.577453183051,-58.4012876013309 -34.5773954872599,-58.4012680212049 -34.577334290542,-58.4012516407865 -34.5773009931585,-58.4012166193596 -34.5772617649849,-58.4011900107623 -34.577240855833,-58.4011418798385 -34.5772143090465))";24994;OMBU;CALLE;16023;4234;15-169;derecho;2951 - 2999;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4011035613579 -34.5771998038938,-58.4010459676881 -34.5771874144426,-58.4010118554049 -34.5771851869625,-58.4009810429695 -34.5771864547816,-58.4009339778443 -34.5771940205729,-58.4008997751264 -34.5772037774757,-58.4008514220186 -34.5772262199639,-58.4008158772888 -34.5772509597507,-58.4007668320373 -34.5772993149483,-58.4007345571286 -34.5773337677121,-58.4007003069032 -34.5773707044637,-58.4006650150897 -34.5774103622712,-58.400637256768 -34.5774449869809,-58.4006171403924 -34.5774744801775))";24995;OMBU;CALLE;16023;4260;15-169;derecho;3059 - 3099;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4006019194115 -34.5774988684247,-58.4005727414091 -34.5775482990333,-58.400541705928 -34.577602340522,-58.4005151752411 -34.5776629324287,-58.4004841107083 -34.5777522295278))";24996;OMBU;CALLE;16023;4307;15-169;derecho;3051 - 3057;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4008873855208 -34.5783188802016,-58.4009368797687 -34.578287896985,-58.4009731707188 -34.5782569699693,-58.4010074951891 -34.5782249339983,-58.401061305909 -34.5781641048455,-58.4011182534127 -34.578087994582,-58.4011570721572 -34.5780274257098,-58.4011917740287 -34.5779635892851,-58.4012261349434 -34.5778947324804))";24997;OMBU;CALLE;16023;4351;15-169;derecho;2911 - 2949;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4004766732588 -34.5777742265688,-58.4004656188783 -34.5778159967097,-58.4004497204681 -34.577921984401,-58.4004456757089 -34.5779706103428,-58.4004483505226 -34.578038210385,-58.4004546430693 -34.57813037794,-58.4004651135424 -34.5781863594707,-58.4004784821835 -34.5782205591892))";24998;OMBU;CALLE;16023;4385;15-169;derecho;3001 - 3049;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4004925828061 -34.5782429003443,-58.4005297208888 -34.5782864074577,-58.4005673618487 -34.5783147829762,-58.4006212419126 -34.5783401691032,-58.4006760949894 -34.5783556741806,-58.4007033793895 -34.578359387476,-58.400729449611 -34.5783586652993,-58.4007870660717 -34.5783525736459,-58.4008343228833 -34.5783418764343,-58.4008583021078 -34.5783332356174))";24999;OMBU;CALLE;16023;4419;15-169;derecho;2901 - 2909;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4013907822063 -34.5762451982463,-58.4006987058515 -34.5766903838326,-58.4003197784816 -34.5768767608632))";25000;"TEDIN, JUEZ";CALLE;21016;4166;15-171;derecho;3001 - 3099;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4011862215476 -34.5771166471212,-58.4017804190712 -34.5768958835175))";25001;"CORONADO, MARTIN";CALLE;3166;4212;15-171;derecho;3101 - 3199;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.3888680462215 -34.6374100387145,-58.3893113443348 -34.6364454545379))";25002;LUZURIAGA;CALLE;12157;19369;16-008;derecho;201 - 299;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.3897996555802 -34.639118683351,-58.3883182130859 -34.6390380647224))";25003;ONCATIVO;CALLE;16024;19813;16-001A;derecho;1901 - 1999;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.3881128707506 -34.6394457721181,-58.3884904407179 -34.6394349619558))";25004;BRANDSEN;CALLE;2110;19927;16-001B;derecho;2801 - 2809;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.3889982833325 -34.6375264192323,-58.3897787390501 -34.6377110890188,-58.3899569291856 -34.6377520104569))";25005;LOS PATOS;CALLE;12140;19441;16-003;derecho;1901 - 1999;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.389506035495 -34.6363082789124,-58.3898741663612 -34.6363942669156,-58.3901015573992 -34.6364463864162))";25006;USPALLATA;CALLE;22018;19080;16-004;derecho;1901 - 1999;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.3880239217328 -34.6394077629465,-58.388036025595 -34.639013121263))";25007;LUZURIAGA;CALLE;12157;19926;16-006;derecho;401 - 499;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.3867923298411 -34.6394840780226,-58.3879466489461 -34.6394511062625))";25008;BRANDSEN;CALLE;2110;19948;16-006;derecho;2701 - 2799;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.388679708074 -34.637820573218,-58.388787888252 -34.6375851442743))";25009;LUZURIAGA;CALLE;12157;19446;16-007A;derecho;301 - 317;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.387917151181 -34.6374140476277,-58.3875422915959 -34.6382022168203))";25010;ANCHORIS;CALLE;1079;19570;16-007A;derecho;301 - 399;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.3886138411852 -34.6379272755802,-58.3876549915684 -34.6383826323717))";25011;CIUDAD DE SABADELL;CALLE;3129;19615;16-007B;derecho;301 - 399;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.3881765005666 -34.6389133843201,-58.3886179584853 -34.6379526190139))";25012;LUZURIAGA;CALLE;12157;19787;16-007B;derecho;319 - 399;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
