calle,x0,y0,hora,cantidad
VEDIA 3438,-58.86039,-34.544242,16,1
AU. 25 DE MAYO - SENTIDO PROVINCIA - PK 1+261,-58.454008,-34.637039,5,1
LACROZE FEDERICO AV. 4199,-58.455081,-34.587105,17,1
DE IRIGIOYEN BERNARDO 1026,-58.3799,-34.62006,19,1
DE IRIGIOYEN BERNARDO 1026,-58.3799,-34.62006,15,2
SAN JUAN AV. 1119,-58.381832,-34.622096,13,2
DE IRIGIOYEN BERNARDO 1026,-58.3799,-34.62006,20,2
DE IRIGIOYEN BERNARDO 1026,-58.3799,-34.62006,14,2
DE IRIGIOYEN BERNARDO 1026,-58.3799,-34.62006,16,2
LACROZE FEDERICO AV. 4199,-58.455081,-34.587105,4,1
ENTRE RIOS AV. 182,-58.391718,-34.611145,15,1
ENTRE RIOS AV. 326,-58.391646,-34.613,19,3
ENTRE RIOS AV. 926,-58.391557,-34.619431,19,2
ENTRE RIOS AV. 326,-58.391646,-34.613,7,1
ENTRE RIOS AV. 182,-58.391718,-34.611145,7,1
ENTRE RIOS AV. 926,-58.391557,-34.619431,15,1
ENTRE RIOS AV. 326,-58.391646,-34.613,13,1
ENTRE RIOS AV. 926,-58.391557,-34.619431,13,1
ENTRE RIOS AV. 182,-58.391718,-34.611145,13,1
PASEO COLON AV. 400,-58.368952,-34.612207,14,1
DE IRIGIOYEN BERNARDO 1026,-58.3799,-34.62006,11,3
RIVADAVIA AV. 7218,-58.467187,-34.630203,19,1
RIVADAVIA AV. 6626,-58.459176,-34.62777,19,1
RIVADAVIA AV. 9618,-58.499769,-34.637578,19,3
ROSARIO 21,-58.429075,-34.618311,19,1
ENTRE RIOS AV. 326,-58.391646,-34.613,6,4
SANTA FE AV. 2622,-58.403884,-34.594047,7,1
ENTRE RIOS AV. 326,-58.391646,-34.613,6,1
ENTRE RIOS AV. 182,-58.391718,-34.611145,6,1
DE IRIGIOYEN BERNARDO 1026,-58.3799,-34.62006,14,1
LIMA 1365,-58.381495,-34.624262,18,6
PASEO COLON AV. 753,-58.369509,-34.616769,15,6
LACROZE FEDERICO AV. 2462,-58.445413,-34.571098,7,1
DEL LIBERTADOR AV. 5722,-58.445603,-34.55931,17,1
ALBERDI JUAN BAUTISTA AV. 890,-58.440541,-34.623013,7,1
CORRIENTES AV. 5220,-58.439127,-34.59969,16,1
ALBERDI JUAN BAUTISTA AV. 890,-58.440541,-34.623013,9,1
SCALABRINI ORTIZ RAUL AV. 1385,-58.427003,-34.592379,16,1
ALBERDI JUAN BAUTISTA AV. 890,-58.440541,-34.623013,8,1
RIVADAVIA AV. 2775,-58.405518,-34.610013,17,1
BELGRANO AV. 3218,-58.411416,-34.615436,17,1
SCALABRINI ORTIZ RAUL AV. 1385,-58.427003,-34.592379,7,1
RIVADAVIA AV. 4987,-58.43608,-34.618047,17,1
LIMA 1365,-58.381495,-34.624262,0,1
LIMA ESTE Y GARAY JUAN DE,-58.382235,-34.626842,0,1
CABILDO AV. 1716,-58.453855,-34.565367,18,4
CALLAO AV. 1588,-58.391201,-34.591009,19,1
LAS HERAS GENERAL AV. 1870,-58.392633,-34.591284,19,1
DEL LIBERTADOR AV. 5722,-58.445603,-34.55931,18,1
LAS HERAS GENERAL AV. 2289,-58.396838,-34.587651,7,2
ENTRE RIOS AV. 326,-58.391646,-34.613,3,1
ENTRE RIOS AV. 326,-58.391646,-34.613,11,1
CALLAO AV. 681,-58.392623,-34.601114,11,1
ENTRE RIOS AV. 926,-58.391557,-34.619431,11,2
LAS HERAS GENERAL AV. 2289,-58.396838,-34.587651,12,1
LAS HERAS GENERAL AV. 2289,-58.396838,-34.587651,4,1
MONTES DE OCA MANUEL AV. 1685,-58.373211,-34.646401,7,2
INDEPENDENCIA AV. 1784,-58.391307,-34.618226,13,1
PASEO COLON AV. 400,-58.368952,-34.612207,16,2
ALBERDI JUAN BAUTISTA AV. 890,-58.440541,-34.623013,13,1
CASEROS AV. 3020,-58.406358,-34.637334,16,1
INDEPENDENCIA AV. 2086,-58.395712,-34.618449,13,1
BELGRANO AV. 324,-58.370911,-34.61249,20,3
SANTA FE AV. 3889,-58.418132,-34.583669,16,1
PASEO COLON AV. 753,-58.369509,-34.616769,17,7
VUELTA DE OBLIGADO 2179,-58.456328,-34.560704,8,1
VUELTA DE OBLIGADO 2179,-58.456328,-34.560704,7,1
VUELTA DE OBLIGADO 2179,-58.456328,-34.560704,19,1
VUELTA DE OBLIGADO 2179,-58.456328,-34.560704,9,1
VUELTA DE OBLIGADO 2179,-58.456328,-34.560704,9,2
VUELTA DE OBLIGADO 2179,-58.456328,-34.560704,8,1
VUELTA DE OBLIGADO 2179,-58.456328,-34.560704,15,2
VUELTA DE OBLIGADO 2179,-58.456328,-34.560704,7,1
VUELTA DE OBLIGADO 2179,-58.456328,-34.560704,12,2
VUELTA DE OBLIGADO 2179,-58.456328,-34.560704,17,1
VUELTA DE OBLIGADO 2179,-58.456328,-34.560704,16,1
VUELTA DE OBLIGADO 2179,-58.456328,-34.560704,18,1
VUELTA DE OBLIGADO 2179,-58.456328,-34.560704,16,1
VUELTA DE OBLIGADO 2179,-58.456328,-34.560704,10,1
VUELTA DE OBLIGADO 2179,-58.456328,-34.560704,20,1
VUELTA DE OBLIGADO 2179,-58.456328,-34.560704,20,1
VUELTA DE OBLIGADO 2179,-58.456328,-34.560704,18,1
VUELTA DE OBLIGADO 2179,-58.456328,-34.560704,11,1
VUELTA DE OBLIGADO 2179,-58.456328,-34.560704,15,2
VUELTA DE OBLIGADO 2179,-58.456328,-34.560704,14,1
SANTA FE AV. 4650,-58.425858,-34.578448,8,1
AU. 25 DE MAYO - SENTIDO PROVINCIA - PK 2+701,-58.439777,-34.631321,13,1
AU. 25 DE MAYO - SENTIDO PROVINCIA - PK 1+261,-58.454008,-34.637039,13,1
PASEO COLON AV. 400,-58.368952,-34.612207,12,2
CALLAO AV. 858,-58.39311,-34.599002,14,2
CALLAO AV. 1588,-58.391201,-34.591009,14,2
ENTRE RIOS AV. 326,-58.391646,-34.613,17,2
ENTRE RIOS AV. 926,-58.391557,-34.619431,17,1
SANTA FE AV. 3889,-58.418132,-34.583669,12,1
AU. 25 DE MAYO - SENTIDO PROVINCIA - PK 1+261,-58.454008,-34.637039,5,1
TRIUNVIRATO AV. 4520,-58.4848,-34.575403,8,1
AU. 25 DE MAYO - SENTIDO PROVINCIA - PK 2+701,-58.439777,-34.631321,5,1
FOREST AV. 634,-58.454309,-34.584925,10,1
GARAY JUAN DE AV. 1769,-58.390037,-34.627139,5,1
LACROZE FEDERICO AV. 2462,-58.445413,-34.571098,10,1
DE IRIGIOYEN BERNARDO 1026,-58.3799,-34.62006,6,2
PUEYRREDON AV. 350,-58.405942,-34.606096,8,1
CALLAO AV. 337,-58.392133,-34.605181,7,4
PUEYRREDON AV. 768,-58.404705,-34.601207,8,1
PUEYRREDON AV. 214,-58.406212,-34.607467,8,1
AU. 25 DE MAYO - SENTIDO PROVINCIA - PK 2+701,-58.439777,-34.631321,8,1
PUEYRREDON AV. 214,-58.406212,-34.607467,8,1
AU. 25 DE MAYO - SENTIDO PROVINCIA - PK 1+261,-58.454008,-34.637039,8,1
ENTRE RIOS AV. 326,-58.391646,-34.613,11,1
ENTRE RIOS AV. 326,-58.391646,-34.613,20,1
LIMA 281,-58.381872,-34.611723,11,4
ENTRE RIOS AV. 926,-58.391557,-34.619431,9,1
ENTRE RIOS AV. 182,-58.391718,-34.611145,9,2
CORRIENTES AV. 3022,-58.408125,-34.604302,7,1
RABANAL FRANCISCO INTENDENTE AV. 1323,-58.417658,-34.654886,4,1
AU. 25 DE MAYO - SENTIDO PROVINCIA - PK 1+261,-58.454008,-34.637039,8,2
CALLAO AV. 337,-58.392133,-34.605181,7,1
ENTRE RIOS AV. 926,-58.391557,-34.619431,7,1
LIMA 1365,-58.381495,-34.624262,8,2
SAN JUAN AV. 1119,-58.381832,-34.622096,11,1
DE IRIGIOYEN BERNARDO 1026,-58.3799,-34.62006,12,2
BELGRANO AV. 324,-58.370911,-34.61249,13,3
LIMA 281,-58.381872,-34.611723,12,3
GARAY JUAN DE AV. 1769,-58.390037,-34.627139,6,2
INDEPENDENCIA AV. 1784,-58.391307,-34.618226,15,1
TRIUNVIRATO AV. 4520,-58.4848,-34.575403,13,1
CALLAO AV. 858,-58.39311,-34.599002,8,3
ENTRE RIOS AV. 326,-58.391646,-34.613,8,1
ALBERDI JUAN BAUTISTA AV. 890,-58.440541,-34.623013,16,1
BELGRANO AV. 324,-58.370911,-34.61249,12,3
TRIUNVIRATO AV. 4520,-58.4848,-34.575403,14,1
BEIRO FRANCISCO AV. 2875,-58.494038,-34.594803,16,1
AU. PERITO MORENO - SENTIDO PROVINCIA - PK 0+701,-58.522022,-34.636805,15,1
VEDIA 3438,-58.86039,-34.544242,7,1
VEDIA 3438,-58.86039,-34.544242,17,3
SANTA FE AV. 4650,-58.425858,-34.578448,18,1
LACROZE FEDERICO AV. 4199,-58.455081,-34.587105,20,1
AU. 25 DE MAYO - SENTIDO PROVINCIA - PK 1+261,-58.454008,-34.637039,6,1
AU. 25 DE MAYO - SENTIDO PROVINCIA - PK 2+701,-58.439777,-34.631321,6,3
ENTRE RIOS AV. 182,-58.391718,-34.611145,10,3
AU. 25 DE MAYO - SENTIDO PROVINCIA - PK 1+261,-58.454008,-34.637039,11,1
CALLAO AV. 681,-58.392623,-34.601114,10,1
CALLAO AV. 858,-58.39311,-34.599002,10,1
ENTRE RIOS AV. 926,-58.391557,-34.619431,10,1
ENTRE RIOS AV. 182,-58.391718,-34.611145,19,2
ENTRE RIOS AV. 678,-58.391572,-34.616551,19,1
ENTRE RIOS AV. 678,-58.391572,-34.616551,10,1
AU 25 DE MAYO (AU10) SENTIDO CENTRO (ASCENDENTE) PK: 6+301,-58.402830,-34.625953,18,11
CORDOBA AV. 1980,-58.395434,-34.599776,17,1
CORDOBA AV. 2149,-58.398175,-34.599668,17,1
LIMA ESTE Y GARAY JUAN DE,-58.382235,-34.626842,5,1
GAONA AV. 2300,-58.459429,-34.613877,17,1
ENTRE RIOS AV. 926,-58.391557,-34.619431,17,1
ENTRE RIOS AV. 926,-58.391557,-34.619431,17,1
ENTRE RIOS AV. 182,-58.391718,-34.611145,17,1
AU 25 DE MAYO (AU10) SENTIDO CENTRO (ASCENDENTE) PK: 6+301,-58.402830,-34.625953,19,2
ENTRE RIOS AV. 326,-58.391646,-34.613,17,1
CALLAO AV. 858,-58.39311,-34.599002,17,2
PASEO COLON AV. 753,-58.369509,-34.616769,11,3
AU 25 DE MAYO (AU10) SENTIDO CENTRO (ASCENDENTE) PK: 6+301,-58.402830,-34.625953,8,18
GARAY JUAN DE AV. 1769,-58.390037,-34.627139,12,2
CALLAO AV. 858,-58.39311,-34.599002,15,1
ALBERDI JUAN BAUTISTA AV. 890,-58.440541,-34.623013,18,1
INDEPENDENCIA AV. 2086,-58.395712,-34.618449,18,1
CORRIENTES AV. 3022,-58.408125,-34.604302,20,1
PUEYRREDON AV. 768,-58.404705,-34.601207,3,1
JUSTO JUAN B. AV. 4781,-58.466338,-34.610364,17,2
PUEYRREDON AV. 214,-58.406212,-34.607467,3,1
CALLAO AV. 858,-58.39311,-34.599002,9,3
CALLAO AV. 1588,-58.391201,-34.591009,9,2
ALVAREZ THOMAS AV. 1294,-58.459831,-34.578312,4,1
GAONA AV. 2300,-58.459429,-34.613877,7,1
SAN MARTIN AV. 1844,-58.454414,-34.605652,6,1
LAS HERAS GENERAL AV. 2289,-58.396838,-34.587651,19,1
LAS HERAS GENERAL AV. 1870,-58.392633,-34.591284,0,1
ALEM LEANDRO N. AV. 518,-58.370691,-34.601595,19,2
AU. PERITO MORENO - SENTIDO PROVINCIA - PK 0+701,-58.522022,-34.636805,12,1
VEDIA 3438,-58.86039,-34.544242,5,1
CALLAO AV. 337,-58.392133,-34.605181,12,1
CORDOBA AV. 3647,-58.417813,-34.597727,13,1
LARREA 477,-58.402156,-34.603736,13,1
CORRIENTES AV. 5220,-58.439127,-34.59969,14,1
CORDOBA AV. 4570,-58.429776,-34.594591,13,1
PUEYRREDON AV. 367,-58.40571,-34.605973,15,1
ENTRE RIOS AV. 326,-58.391646,-34.613,12,1
PUEYRREDON AV. 459,-58.405495,-34.60505,15,1
CALLAO AV. 858,-58.39311,-34.599002,12,2
DE IRIGIOYEN BERNARDO 1026,-58.3799,-34.62006,8,11
LIMA 281,-58.381872,-34.611723,8,6
AU 25 DE MAYO (AU10) SENTIDO CENTRO (ASCENDENTE) PK: 6+301,-58.402830,-34.625953,6,7
RABANAL FRANCISCO INTENDENTE AV. 1323,-58.417658,-34.654886,12,1
AU. 25 DE MAYO - SENTIDO PROVINCIA - PK 1+261,-58.454008,-34.637039,12,1
PUEYRREDON AV. 214,-58.406212,-34.607467,10,1
RIVADAVIA AV. 7218,-58.467187,-34.630203,5,1
CORRIENTES AV. 5220,-58.439127,-34.59969,15,1
CORRIENTES AV. 6210,-58.448402,-34.591075,15,1
ALBERDI JUAN BAUTISTA AV. 890,-58.440541,-34.623013,0,1
ENTRE RIOS AV. 1818,-58.390787,-34.629623,0,1
AU. 25 DE MAYO - SENTIDO PROVINCIA - PK 2+701,-58.439777,-34.631321,7,1
AU. 25 DE MAYO - SENTIDO PROVINCIA - PK 1+261,-58.454008,-34.637039,7,1
ALEM LEANDRO N. AV. 518,-58.370691,-34.601595,7,1
AU 25 DE MAYO (AU10) SENTIDO CENTRO (ASCENDENTE) PK: 6+301,-58.402830,-34.625953,9,18
PASEO COLON AV. 753,-58.369509,-34.616769,7,1
BEIRO FRANCISCO AV. 2875,-58.494038,-34.594803,18,1
LIMA ESTE Y GARAY JUAN DE,-58.382235,-34.626842,16,1
LIMA 1365,-58.381495,-34.624262,17,1
PASEO COLON AV. 753,-58.369509,-34.616769,12,1
CALLAO AV. 337,-58.392133,-34.605181,14,1
AU 25 DE MAYO (AU10) SENTIDO CENTRO (ASCENDENTE) PK: 6+301,-58.402830,-34.625953,11,3
LIMA 281,-58.381872,-34.611723,14,2
LIMA 281,-58.381872,-34.611723,3,1
SAN JUAN AV. 1119,-58.381832,-34.622096,16,1
CORDOBA AV. 2149,-58.398175,-34.599668,8,1
CORDOBA AV. 1147,-58.383217,-34.599039,17,1
CORDOBA AV. 2801,-58.407164,-34.597965,8,1
CORDOBA AV. 1980,-58.395434,-34.599776,8,1
CORDOBA AV. 3647,-58.417813,-34.597727,8,1
CORDOBA AV. 3329,-58.413685,-34.597847,8,1
CORDOBA AV. 2523,-58.402911,-34.59879,8,1
ALEM LEANDRO N. AV. 518,-58.370691,-34.601595,11,1
ENTRE RIOS AV. 326,-58.391646,-34.613,19,1
AU 25 DE MAYO (AU10) SENTIDO CENTRO (ASCENDENTE) PK: 6+301,-58.402830,-34.625953,14,2
CALLAO AV. 337,-58.392133,-34.605181,13,1
AU. PERITO MORENO - SENTIDO PROVINCIA - PK 0+701,-58.522022,-34.636805,11,1
DEL LIBERTADOR AV. 5722,-58.445603,-34.55931,20,1
CORDOBA AV. 1980,-58.395434,-34.599776,7,2
LAS HERAS GENERAL AV. 2289,-58.396838,-34.587651,7,2
CABILDO AV. 1716,-58.453855,-34.565367,18,2
JUSTO JUAN B. AV. 4781,-58.466338,-34.610364,18,1
BELGRANO AV. 324,-58.370911,-34.61249,9,3
SAN JUAN AV. 1119,-58.381832,-34.622096,17,3
RIVADAVIA AV. 6626,-58.459176,-34.62777,20,1
LIMA 281,-58.381872,-34.611723,7,3
AU 25 DE MAYO (AU10) SENTIDO CENTRO (ASCENDENTE) PK: 6+301,-58.402830,-34.625953,16,10
BOEDO AV. 965,-58.416231,-34.624996,5,1
CALLAO AV. 858,-58.39311,-34.599002,9,3
CALLAO AV. 858,-58.39311,-34.599002,9,2
LAS HERAS GENERAL AV. 2289,-58.396838,-34.587651,9,2
CALLAO AV. 337,-58.392133,-34.605181,9,2
AVELLANEDA AV. 1825,-58.456423,-34.621237,7,1
ROSARIO 21,-58.429075,-34.618311,7,1
RIVADAVIA AV. 6626,-58.459176,-34.62777,7,1
PASEO COLON AV. 400,-58.368952,-34.612207,14,1
RIVADAVIA AV. 4987,-58.43608,-34.618047,18,1
RIVADAVIA AV. 7218,-58.467187,-34.630203,7,1
FOREST AV. 634,-58.454309,-34.584925,2,1
LACROZE FEDERICO AV. 2462,-58.445413,-34.571098,9,1
TRIUNVIRATO AV. 4520,-58.4848,-34.575403,10,1
LIMA 281,-58.381872,-34.611723,10,3
ALEM LEANDRO N. AV. 518,-58.370691,-34.601595,17,2
DE IRIGIOYEN BERNARDO 1026,-58.3799,-34.62006,13,1
LIMA 281,-58.381872,-34.611723,14,4
TRIUNVIRATO AV. 4520,-58.4848,-34.575403,9,1
RIVADAVIA AV. 7218,-58.467187,-34.630203,6,1
RIVADAVIA AV. 6626,-58.459176,-34.62777,6,1
SUAREZ 1635,-58.373758,-34.638502,20,1
VEDIA 3438,-58.86039,-34.544242,8,1
SANTA FE AV. 4650,-58.425858,-34.578448,7,2
ALBERDI JUAN BAUTISTA AV. 890,-58.440541,-34.623013,5,1
LIMA 281,-58.381872,-34.611723,14,4
AVELLANEDA AV. 1825,-58.456423,-34.621237,15,1
ALBERDI JUAN BAUTISTA AV. 890,-58.440541,-34.623013,9,1
ALBERDI JUAN BAUTISTA AV. 890,-58.440541,-34.623013,7,1
ALBERDI JUAN BAUTISTA AV. 890,-58.440541,-34.623013,14,1
RIVADAVIA AV. 6626,-58.459176,-34.62777,8,1
DEL LIBERTADOR AV. 5722,-58.445603,-34.55931,18,1
PASEO COLON AV. 400,-58.368952,-34.612207,20,1
ALVAREZ THOMAS AV. 1294,-58.459831,-34.578312,8,3
CORRIENTES AV. 5220,-58.439127,-34.59969,18,2
CORRIENTES AV. 6210,-58.448402,-34.591075,18,3
FOREST AV. 634,-58.454309,-34.584925,18,3
LIMA OESTE 1524,-58.382189,-34.626200,5,1
LIMA ESTE Y GARAY JUAN DE,-58.382235,-34.626842,17,2
SAN JUAN AV. 1119,-58.381832,-34.622096,17,1
LIMA ESTE Y GARAY JUAN DE,-58.382235,-34.626842,5,1
ENTRE RIOS AV. 326,-58.391646,-34.613,17,2
CORDOBA AV. 3329,-58.413685,-34.597847,18,1
LIMA 281,-58.381872,-34.611723,7,3
LIMA 281,-58.381872,-34.611723,7,7
AU 25 DE MAYO (AU10) SENTIDO CENTRO (ASCENDENTE) PK: 6+301,-58.402830,-34.625953,17,25
GARAY JUAN DE AV. 1769,-58.390037,-34.627139,15,1
CALLAO AV. 858,-58.39311,-34.599002,16,1
ENTRE RIOS AV. 326,-58.391646,-34.613,16,1
PUEYRREDON AV. 1418,-58.402311,-34.594121,0,1
JUSTO JUAN B. AV. 4781,-58.466338,-34.610364,17,1
DEL LIBERTADOR AV. 5722,-58.445603,-34.55931,17,1
LIMA 281,-58.381872,-34.611723,9,9
LIMA ESTE Y GARAY JUAN DE,-58.382235,-34.626842,18,3
LIMA 281,-58.381872,-34.611723,8,10
SANTA FE AV. 4650,-58.425858,-34.578448,18,1
AVELLANEDA AV. 1825,-58.456423,-34.621237,15,1
BEIRO FRANCISCO AV. 2875,-58.494038,-34.594803,19,1
CORDOBA AV. 4570,-58.429776,-34.594591,8,3
TRIUNVIRATO AV. 4520,-58.4848,-34.575403,11,2
TRIUNVIRATO AV. 4520,-58.4848,-34.575403,18,4
MOSCONI GENERAL AV. 3000,-58.50334,-34.587077,17,1
MOSCONI GENERAL AV. 3000,-58.50334,-34.587077,9,1
PUEYRREDON AV. 1418,-58.402311,-34.594121,17,1
LIMA 281,-58.381872,-34.611723,20,1
AU. PERITO MORENO - SENTIDO PROVINCIA - PK 0+701,-58.522022,-34.636805,17,1
RIVADAVIA AV. 9618,-58.499769,-34.637578,17,1
AU. 25 DE MAYO - SENTIDO PROVINCIA - PK 1+261,-58.454008,-34.637039,19,1
CORRIENTES AV. 3022,-58.408125,-34.604302,15,1
CORDOBA AV. 3647,-58.417813,-34.597727,14,1
CORRIENTES AV. 5220,-58.439127,-34.59969,15,1
CORDOBA AV. 4570,-58.429776,-34.594591,17,1
CORDOBA AV. 2801,-58.407164,-34.597965,17,2
CORDOBA AV. 3647,-58.417813,-34.597727,17,2
AU. PERITO MORENO - SENTIDO PROVINCIA - PK 0+701,-58.522022,-34.636805,6,1
SAN JUAN AV. 1119,-58.381832,-34.622096,18,2
ALBERDI JUAN BAUTISTA AV. 890,-58.440541,-34.623013,7,2
LIMA 281,-58.381872,-34.611723,15,5
AU 25 DE MAYO (AU10) SENTIDO CENTRO (ASCENDENTE) PK: 6+301,-58.402830,-34.625953,19,8
LIMA 281,-58.381872,-34.611723,7,2
VEDIA 3438,-58.86039,-34.544242,17,1
PUEYRREDON AV. 367,-58.40571,-34.605973,18,1
PUEYRREDON AV. 1418,-58.402311,-34.594121,5,1
PUEYRREDON AV. 214,-58.406212,-34.607467,5,1
PUEYRREDON AV. 870,-58.404389,-34.600218,5,1
SAN MARTIN AV. 1844,-58.454414,-34.605652,2,1
PUEYRREDON AV. 768,-58.404705,-34.601207,5,1
BELGRANO AV. 3218,-58.411416,-34.615436,18,1
PASEO COLON AV. 400,-58.368952,-34.612207,8,4
DE IRIGIOYEN BERNARDO 1026,-58.3799,-34.62006,15,2
LIMA ESTE Y GARAY JUAN DE,-58.382235,-34.626842,19,4
LIMA 281,-58.381872,-34.611723,0,2
CORDOBA AV. 4570,-58.429776,-34.594591,13,2
INDEPENDENCIA AV. 2086,-58.395712,-34.618449,13,1
CORRIENTES AV. 6210,-58.448402,-34.591075,11,2
RABANAL FRANCISCO INTENDENTE AV. 1323,-58.417658,-34.654886,16,1
RABANAL FRANCISCO INTENDENTE AV. 1323,-58.417658,-34.654886,17,2
INDEPENDENCIA AV. 1784,-58.391307,-34.618226,14,1
INDEPENDENCIA AV. 2086,-58.395712,-34.618449,14,2
CALLAO AV. 337,-58.392133,-34.605181,20,2
ENTRE RIOS AV. 926,-58.391557,-34.619431,16,1
CALLAO AV. 858,-58.39311,-34.599002,16,1
CALLAO AV. 1588,-58.391201,-34.591009,10,2
CALLAO AV. 681,-58.392623,-34.601114,20,1
ENTRE RIOS AV. 182,-58.391718,-34.611145,16,1
CALLAO AV. 681,-58.392623,-34.601114,16,1
CABILDO AV. 1716,-58.453855,-34.565367,17,1
DE IRIGIOYEN BERNARDO 1026,-58.3799,-34.62006,18,1
PASEO COLON AV. 400,-58.368952,-34.612207,0,1
SAN JUAN AV. 1119,-58.381832,-34.622096,14,1
AU. 25 DE MAYO - SENTIDO PROVINCIA - PK 1+261,-58.454008,-34.637039,15,1
AU. 25 DE MAYO - SENTIDO PROVINCIA - PK 1+261,-58.454008,-34.637039,5,1
ALEM LEANDRO N. AV. 518,-58.370691,-34.601595,4,1
LACROZE FEDERICO AV. 4199,-58.455081,-34.587105,11,1
AU. 25 DE MAYO - SENTIDO PROVINCIA - PK 1+261,-58.454008,-34.637039,12,3
AU 25 DE MAYO (AU10) SENTIDO CENTRO (ASCENDENTE) PK: 6+301,-58.402830,-34.625953,19,9
DE IRIGIOYEN BERNARDO 1026,-58.3799,-34.62006,15,1
VEDIA 3438,-58.86039,-34.544242,6,1
TRIUNVIRATO AV. 4520,-58.4848,-34.575403,10,1
PASEO COLON AV. 753,-58.369509,-34.616769,10,4
ALEM LEANDRO N. AV. 518,-58.370691,-34.601595,10,1
DE IRIGIOYEN BERNARDO 1026,-58.3799,-34.62006,8,16
CORDOBA AV. 1980,-58.395434,-34.599776,17,2
BEIRO FRANCISCO AV. 2875,-58.494038,-34.594803,7,1
DE IRIGIOYEN BERNARDO 1026,-58.3799,-34.62006,9,5
AVELLANEDA AV. 2924,-58.471929,-34.626563,17,1
CALLAO AV. 858,-58.39311,-34.599002,6,2
AVELLANEDA AV. 1825,-58.456423,-34.621237,17,1
LIMA 281,-58.381872,-34.611723,18,3
CORDOBA AV. 2149,-58.398175,-34.599668,13,1
CORDOBA AV. 1980,-58.395434,-34.599776,13,1
CORDOBA AV. 1980,-58.395434,-34.599776,19,1
CORDOBA AV. 1431,-58.387335,-34.599232,19,1
CORDOBA AV. 1431,-58.387335,-34.599232,13,1
BELGRANO AV. 324,-58.370911,-34.61249,20,1
PASEO COLON AV. 400,-58.368952,-34.612207,20,1
PASEO COLON AV. 753,-58.369509,-34.616769,20,3
LIMA 281,-58.381872,-34.611723,20,3
TRIUNVIRATO AV. 4520,-58.4848,-34.575403,19,1
LACROZE FEDERICO AV. 4199,-58.455081,-34.587105,7,1
JUSTO JUAN B. AV. 4781,-58.466338,-34.610364,18,1
LIMA 1365,-58.381495,-34.624262,5,1
LIMA 281,-58.381872,-34.611723,16,5
AVELLANEDA AV. 1825,-58.456423,-34.621237,19,1
AU. 25 DE MAYO - SENTIDO PROVINCIA - PK 2+701,-58.439777,-34.631321,18,1
PASEO COLON AV. 753,-58.369509,-34.616769,11,5
BELGRANO AV. 324,-58.370911,-34.61249,10,2
INDEPENDENCIA AV. 2086,-58.395712,-34.618449,11,1
GARAY JUAN DE AV. 1769,-58.390037,-34.627139,6,1
PUEYRREDON AV. 350,-58.405942,-34.606096,7,2
PUEYRREDON AV. 870,-58.404389,-34.600218,7,2
PUEYRREDON AV. 214,-58.406212,-34.607467,7,2
CALLAO AV. 337,-58.392133,-34.605181,20,1
CALLAO AV. 858,-58.39311,-34.599002,19,2
CALLAO AV. 337,-58.392133,-34.605181,19,1
CALLAO AV. 1588,-58.391201,-34.591009,20,2
LIMA 281,-58.381872,-34.611723,8,8
CALLAO AV. 1588,-58.391201,-34.591009,12,2
CALLAO AV. 858,-58.39311,-34.599002,12,5
CORDOBA AV. 1749,-58.392148,-34.599512,12,1
CALLAO AV. 681,-58.392623,-34.601114,10,1
LIMA 281,-58.381872,-34.611723,17,10
SANTA FE AV. 3889,-58.418132,-34.583669,5,1
LARREA 477,-58.402156,-34.603736,18,1
CORDOBA AV. 2801,-58.407164,-34.597965,18,3
AU. 25 DE MAYO - SENTIDO PROVINCIA - PK 1+261,-58.454008,-34.637039,11,4
INDEPENDENCIA AV. 2086,-58.395712,-34.618449,8,2
CORDOBA AV. 3647,-58.417813,-34.597727,18,1
CORDOBA AV. 2149,-58.398175,-34.599668,18,1
LIMA 1365,-58.381495,-34.624262,7,3
CALLAO AV. 1588,-58.391201,-34.591009,0,2
PASEO COLON AV. 400,-58.368952,-34.612207,9,4
GARAY JUAN DE AV. 1769,-58.390037,-34.627139,14,1
DE IRIGIOYEN BERNARDO 1026,-58.3799,-34.62006,9,12
PASEO COLON AV. 753,-58.369509,-34.616769,9,3
LIMA 281,-58.381872,-34.611723,16,10
DE IRIGIOYEN BERNARDO 1026,-58.3799,-34.62006,18,5
BELGRANO AV. 324,-58.370911,-34.61249,17,2
LIMA 1365,-58.381495,-34.624262,18,2
CALLAO AV. 681,-58.392623,-34.601114,9,1
CALLAO AV. 858,-58.39311,-34.599002,18,1
ENTRE RIOS AV. 326,-58.391646,-34.613,18,1
CALLAO AV. 681,-58.392623,-34.601114,18,1
CALLAO AV. 337,-58.392133,-34.605181,18,1
AU. 25 DE MAYO - SENTIDO PROVINCIA - PK 2+701,-58.439777,-34.631321,3,1
SUAREZ 1635,-58.373758,-34.638502,11,1
AU. PERITO MORENO - SENTIDO PROVINCIA - PK 0+701,-58.522022,-34.636805,16,1
DEL LIBERTADOR AV. 5722,-58.445603,-34.55931,8,2
LAS HERAS GENERAL AV. 1870,-58.392633,-34.591284,7,1
LAS HERAS GENERAL AV. 2252,-58.396535,-34.588012,16,1
AU 25 DE MAYO (AU10) SENTIDO CENTRO (ASCENDENTE) PK: 6+301,-58.402830,-34.625953,15,6
PASEO COLON AV. 753,-58.369509,-34.616769,16,1
CALLAO AV. 858,-58.39311,-34.599002,4,1
