calle,x0,y0,hora,cantidad
GARAY JUAN DE AV. 1769,-58.390037,-34.627139,8,107
AVELLANEDA AV. 1825,-58.456423,-34.621237,13,304
BELGRANO AV. 3218,-58.411416,-34.615436,19,232
RIVADAVIA AV. 7420,-58.469991,-34.630911,15,101
CALLAO AV. 1588,-58.391201,-34.591009,4,61
CORRIENTES AV. 5220,-58.439127,-34.59969,13,434
CALLAO AV. 1588,-58.391201,-34.591009,2,47
ENTRE RIOS AV. 326,-58.391646,-34.613,7,302
CORRIENTES AV. 6210,-58.448402,-34.591075,10,249
PUEYRREDON AV. 1418,-58.402311,-34.594121,11,157
CORDOBA AV. 3647,-58.417813,-34.597727,20,13
SANTA FE AV. 3889,-58.418132,-34.583669,3,23
PASEO COLON AV. 400,-58.368952,-34.612207,11,61
LACROZE FEDERICO AV. 4199,-58.455081,-34.587105,16,145
CORDOBA AV. 1980,-58.395434,-34.599776,3,15
MONTES DE OCA MANUEL AV. 1685,-58.373211,-34.646401,16,65
CORDOBA AV. 2149,-58.398175,-34.599668,1,14
DEL LIBERTADOR AV. 5722,-58.445603,-34.55931,10,267
VUELTA DE OBLIGADO 2179,-58.456328,-34.560704,11,41
VERTIZ VIRREY AV. 2010,-58.449507,-34.559083,15,62
OLIVERA AV. 187,-58.487032,-34.637596,14,83
RABANAL FRANCISCO INTENDENTE AV. 1323,-58.417658,-34.654886,5,28
PUEYRREDON AV. 870,-58.404389,-34.600218,9,43
ENTRE RIOS AV. 326,-58.391646,-34.613,19,303
GAONA AV. 2300,-58.459429,-34.613877,13,373
PUEYRREDON AV. 214,-58.406212,-34.607467,5,88
LAS HERAS GENERAL AV. 2289,-58.396838,-34.587651,17,68
VEDIA 3438,-58.86039,-34.544242,10,143
AVELLANEDA AV. 1825,-58.456423,-34.621237,3,39
CORDOBA AV. 4570,-58.429776,-34.594591,8,418
CALLAO AV. 858,-58.39311,-34.599002,20,241
PUEYRREDON AV. 768,-58.404705,-34.601207,2,39
LIMA 281,-58.381872,-34.611723,8,31
LAS HERAS GENERAL AV. 2252,-58.396535,-34.588012,7,12
MONTES DE OCA MANUEL AV. 1685,-58.373211,-34.646401,15,79
CALLAO AV. 858,-58.39311,-34.599002,18,232
ROSARIO 21,-58.429075,-34.618311,5,25
RIVADAVIA AV. 2775,-58.405518,-34.610013,12,256
ENTRE RIOS AV. 326,-58.391646,-34.613,18,303
AVELLANEDA AV. 1825,-58.456423,-34.621237,15,289
INDEPENDENCIA AV. 1784,-58.391307,-34.618226,15,116
SUAREZ 1635,-58.373758,-34.638502,3,37
VERTIZ VIRREY AV. 2010,-58.449507,-34.559083,0,21
CALLAO AV. 681,-58.392623,-34.601114,16,31
SCALABRINI ORTIZ RAUL AV. 1385,-58.427003,-34.592379,0,112
LAS HERAS GENERAL AV. 2289,-58.396838,-34.587651,13,83
ROSARIO 21,-58.429075,-34.618311,0,75
CORRIENTES AV. 3022,-58.408125,-34.604302,2,50
DE IRIGIOYEN BERNARDO 1026,-58.3799,-34.62006,3,13
ROSARIO 21,-58.429075,-34.618311,17,143
PASEO COLON AV. 753,-58.369509,-34.616769,4,11
CALLAO AV. 1588,-58.391201,-34.591009,9,269
CORDOBA AV. 3647,-58.417813,-34.597727,5,3
CORRIENTES AV. 5220,-58.439127,-34.59969,0,208
LIMA OESTE 1524,-58.382189,-34.626200,10,6
LIMA OESTE 1524,-58.382189,-34.626200,8,1
LIMA 281,-58.381872,-34.611723,15,91
FOREST AV. 634,-58.454309,-34.584925,20,348
FOREST AV. 634,-58.454309,-34.584925,6,77
SAN JUAN AV. 1119,-58.381832,-34.622096,2,17
AU. 25 DE MAYO - SENTIDO PROVINCIA - PK 1+261,-58.454008,-34.637039,11,406
NAZCA AV. 479,-58.471328,-34.626678,11,138
TRIUNVIRATO AV. 4520,-58.4848,-34.575403,5,21
SAN JUAN AV. 1119,-58.381832,-34.622096,12,278
AVELLANEDA AV. 2924,-58.471929,-34.626563,17,151
RIVADAVIA AV. 10524,-58.511786,-34.639436,19,122
CABILDO AV. 1716,-58.453855,-34.565367,13,179
CORDOBA AV. 1980,-58.395434,-34.599776,19,210
PUEYRREDON AV. 459,-58.405495,-34.60505,10,54
SANTA FE AV. 3889,-58.418132,-34.583669,6,17
ENTRE RIOS AV. 926,-58.391557,-34.619431,10,24
SUAREZ 1635,-58.373758,-34.638502,10,127
PASEO COLON AV. 400,-58.368952,-34.612207,13,77
SANTA FE AV. 2622,-58.403884,-34.594047,1,17
LIMA 281,-58.381872,-34.611723,17,74
CORDOBA AV. 2523,-58.402911,-34.59879,20,4
CORDOBA AV. 2149,-58.398175,-34.599668,4,8
BELGRANO AV. 324,-58.370911,-34.61249,9,74
RIVADAVIA AV. 2775,-58.405518,-34.610013,10,226
DE IRIGIOYEN BERNARDO 1026,-58.3799,-34.62006,11,71
RABANAL FRANCISCO INTENDENTE AV. 1323,-58.417658,-34.654886,11,125
LIMA OESTE 1524,-58.382189,-34.626200,17,2
PUEYRREDON AV. 459,-58.405495,-34.60505,0,16
NAZCA AV. 479,-58.471328,-34.626678,16,140
SANTA FE AV. 4650,-58.425858,-34.578448,2,8
SAN MARTIN AV. 1844,-58.454414,-34.605652,20,210
AVELLANEDA AV. 1825,-58.456423,-34.621237,1,85
SANTA FE AV. 2622,-58.403884,-34.594047,11,31
CORDOBA AV. 3143,-58.410998,-34.597969,8,6
SUAREZ 1635,-58.373758,-34.638502,11,113
BEIRO FRANCISCO AV. 2875,-58.494038,-34.594803,7,58
AVELLANEDA AV. 1825,-58.456423,-34.621237,8,211
GARAY JUAN DE AV. 1769,-58.390037,-34.627139,8,117
CORRIENTES AV. 6210,-58.448402,-34.591075,10,295
ROCA CNEL. AV. 5870,-58.460539,-34.689402,14,22
ENTRE RIOS AV. 1818,-58.390787,-34.629623,13,159
PUEYRREDON AV. 768,-58.404705,-34.601207,5,24
PUEYRREDON AV. 367,-58.40571,-34.605973,11,82
CORDOBA AV. 1431,-58.387335,-34.599232,15,11
RIVADAVIA AV. 7420,-58.469991,-34.630911,17,72
CORDOBA AV. 3329,-58.413685,-34.597847,12,25
ROSARIO 21,-58.429075,-34.618311,15,119
CORRIENTES AV. 5220,-58.439127,-34.59969,17,395
LAS HERAS GENERAL AV. 1870,-58.392633,-34.591284,18,45
CABILDO AV. 1716,-58.453855,-34.565367,7,56
LAS HERAS GENERAL AV. 1870,-58.392633,-34.591284,15,57
CORDOBA AV. 1980,-58.395434,-34.599776,4,12
SAN JUAN AV. 1119,-58.381832,-34.622096,15,266
SAN MARTIN AV. 1844,-58.454414,-34.605652,7,100
PUEYRREDON AV. 1418,-58.402311,-34.594121,3,67
ALEM LEANDRO N. AV. 518,-58.370691,-34.601595,19,72
PUEYRREDON AV. 367,-58.40571,-34.605973,19,39
VERTIZ VIRREY AV. 2010,-58.449507,-34.559083,3,9
RIVADAVIA AV. 9618,-58.499769,-34.637578,8,190
ENTRE RIOS AV. 926,-58.391557,-34.619431,4,4
ENTRE RIOS AV. 182,-58.391718,-34.611145,4,5
CORDOBA AV. 3647,-58.417813,-34.597727,6,1
LIMA 281,-58.381872,-34.611723,13,125
LARREA 477,-58.402156,-34.603736,9,68
GARAY JUAN DE AV. 1769,-58.390037,-34.627139,19,126
SAN JUAN AV. 1119,-58.381832,-34.622096,2,7
CORDOBA AV. 4471,-58.428774,-34.594989,2,36
VEDIA 3438,-58.86039,-34.544242,5,10
CALLAO AV. 1588,-58.391201,-34.591009,8,255
RIVADAVIA AV. 6626,-58.459176,-34.62777,15,93
LAS HERAS GENERAL AV. 1870,-58.392633,-34.591284,8,29
SANTA FE AV. 4650,-58.425858,-34.578448,10,85
BELGRANO AV. 324,-58.370911,-34.61249,15,118
CALLAO AV. 858,-58.39311,-34.599002,13,271
LIMA 281,-58.381872,-34.611723,10,115
NAZCA AV. 479,-58.471328,-34.626678,5,60
ENTRE RIOS AV. 326,-58.391646,-34.613,16,324
ENTRE RIOS AV. 326,-58.391646,-34.613,17,286
SUAREZ 1635,-58.373758,-34.638502,6,32
CABILDO AV. 1716,-58.453855,-34.565367,1,16
PUEYRREDON AV. 459,-58.405495,-34.60505,10,73
CALLAO AV. 681,-58.392623,-34.601114,9,20
GARAY JUAN DE AV. 1769,-58.390037,-34.627139,10,139
PUEYRREDON AV. 367,-58.40571,-34.605973,19,32
SANTA FE AV. 4650,-58.425858,-34.578448,20,39
AU. 25 DE MAYO - SENTIDO PROVINCIA - PK 2+701,-58.439777,-34.631321,6,149
AU. 25 DE MAYO - SENTIDO PROVINCIA - PK 2+701,-58.439777,-34.631321,5,95
SANTA FE AV. 4650,-58.425858,-34.578448,16,154
SANTA FE AV. 3889,-58.418132,-34.583669,18,96
LIMA 281,-58.381872,-34.611723,15,117
AU. 25 DE MAYO - SENTIDO PROVINCIA - PK 1+261,-58.454008,-34.637039,3,48
ALEM LEANDRO N. AV. 518,-58.370691,-34.601595,1,20
RIVADAVIA AV. 9618,-58.499769,-34.637578,17,229
SANTA FE AV. 3889,-58.418132,-34.583669,15,86
PUEYRREDON AV. 214,-58.406212,-34.607467,19,252
AU. PERITO MORENO - SENTIDO PROVINCIA - PK 0+701,-58.522022,-34.636805,13,242
CALLAO AV. 858,-58.39311,-34.599002,8,217
RIVADAVIA AV. 7420,-58.469991,-34.630911,17,79
PUEYRREDON AV. 870,-58.404389,-34.600218,20,32
PUEYRREDON AV. 768,-58.404705,-34.601207,2,30
RIVADAVIA AV. 9618,-58.499769,-34.637578,14,183
CORDOBA AV. 3143,-58.410998,-34.597969,8,7
CORRIENTES AV. 3022,-58.408125,-34.604302,0,81
LACROZE FEDERICO AV. 2462,-58.445413,-34.571098,4,47
CORDOBA AV. 1749,-58.392148,-34.599512,13,18
MOSCONI GENERAL AV. 3000,-58.50334,-34.587077,14,76
AVELLANEDA AV. 1825,-58.456423,-34.621237,11,250
ENTRE RIOS AV. 1818,-58.390787,-34.629623,8,202
LIMA 1365,-58.381495,-34.624262,9,76
ENTRE RIOS AV. 326,-58.391646,-34.613,17,291
SANTA FE AV. 3889,-58.418132,-34.583669,10,67
PUEYRREDON AV. 870,-58.404389,-34.600218,16,50
ROSARIO 21,-58.429075,-34.618311,6,32
VEDIA 3438,-58.86039,-34.544242,1,37
SANTA FE AV. 4650,-58.425858,-34.578448,12,99
VUELTA DE OBLIGADO 2179,-58.456328,-34.560704,19,49
AU. PERITO MORENO - SENTIDO PROVINCIA - PK 0+701,-58.522022,-34.636805,10,215
VUELTA DE OBLIGADO 2179,-58.456328,-34.560704,14,40
LIMA ESTE Y GARAY JUAN DE,-58.382235,-34.626842,9,42
TRIUNVIRATO AV. 4520,-58.4848,-34.575403,1,51
RIVADAVIA AV. 9618,-58.499769,-34.637578,19,190
CABILDO AV. 1716,-58.453855,-34.565367,20,68
RIVADAVIA AV. 2775,-58.405518,-34.610013,3,12
RABANAL FRANCISCO INTENDENTE AV. 1323,-58.417658,-34.654886,2,12
GARAY JUAN DE AV. 1769,-58.390037,-34.627139,5,23
RIVADAVIA AV. 10524,-58.511786,-34.639436,16,144
ALVAREZ THOMAS AV. 1294,-58.459831,-34.578312,7,130
CALLAO AV. 858,-58.39311,-34.599002,15,291
CASEROS AV. 3020,-58.406358,-34.637334,7,23
NAZCA AV. 479,-58.471328,-34.626678,15,124
CABILDO AV. 1716,-58.453855,-34.565367,20,73
VERTIZ VIRREY AV. 2010,-58.449507,-34.559083,20,63
SANTA FE AV. 4650,-58.425858,-34.578448,14,108
CORDOBA AV. 3329,-58.413685,-34.597847,6,6
CALLAO AV. 337,-58.392133,-34.605181,20,41
PUEYRREDON AV. 768,-58.404705,-34.601207,12,69
AVELLANEDA AV. 2924,-58.471929,-34.626563,7,122
SANTA FE AV. 2622,-58.403884,-34.594047,11,30
MOSCONI GENERAL AV. 3000,-58.50334,-34.587077,13,104
DEL LIBERTADOR AV. 5722,-58.445603,-34.55931,18,339
CORDOBA AV. 4570,-58.429776,-34.594591,13,509
OLIVERA AV. 187,-58.487032,-34.637596,9,54
AU. PERITO MORENO - SENTIDO PROVINCIA - PK 0+701,-58.522022,-34.636805,7,32
CORDOBA AV. 3143,-58.410998,-34.597969,16,4
CORDOBA AV. 3647,-58.417813,-34.597727,12,27
SCALABRINI ORTIZ RAUL AV. 1385,-58.427003,-34.592379,16,204
LIMA 281,-58.381872,-34.611723,8,57
SCALABRINI ORTIZ RAUL AV. 1385,-58.427003,-34.592379,15,185
MONTES DE OCA MANUEL AV. 1685,-58.373211,-34.646401,3,12
GARAY JUAN DE AV. 1769,-58.390037,-34.627139,13,153
DE IRIGIOYEN BERNARDO 1026,-58.3799,-34.62006,2,29
LIMA OESTE 1524,-58.382189,-34.626200,10,6
CORDOBA AV. 4471,-58.428774,-34.594989,19,261
GARAY JUAN DE AV. 1769,-58.390037,-34.627139,2,27
RIVADAVIA AV. 4987,-58.43608,-34.618047,10,236
LIMA OESTE 1524,-58.382189,-34.626200,5,1
BELGRANO AV. 324,-58.370911,-34.61249,4,18
RIVADAVIA AV. 7420,-58.469991,-34.630911,13,105
CORRIENTES AV. 5220,-58.439127,-34.59969,2,175
INDEPENDENCIA AV. 2086,-58.395712,-34.618449,18,107
CORDOBA AV. 1431,-58.387335,-34.599232,11,15
ENTRE RIOS AV. 182,-58.391718,-34.611145,8,24
LIMA 281,-58.381872,-34.611723,20,50
RIVADAVIA AV. 10524,-58.511786,-34.639436,11,158
AU. 25 DE MAYO - SENTIDO PROVINCIA - PK 2+701,-58.439777,-34.631321,9,284
CORDOBA AV. 3647,-58.417813,-34.597727,12,31
PUEYRREDON AV. 459,-58.405495,-34.60505,15,53
AU. 25 DE MAYO - SENTIDO PROVINCIA - PK 2+701,-58.439777,-34.631321,17,305
SAN JUAN AV. 1119,-58.381832,-34.622096,2,8
SUAREZ 1635,-58.373758,-34.638502,19,84
PUEYRREDON AV. 214,-58.406212,-34.607467,4,73
AVELLANEDA AV. 1825,-58.456423,-34.621237,0,81
TRIUNVIRATO AV. 4520,-58.4848,-34.575403,17,261
OLIVERA AV. 187,-58.487032,-34.637596,10,81
PUEYRREDON AV. 459,-58.405495,-34.60505,15,45
ENTRE RIOS AV. 678,-58.391572,-34.616551,15,5
INDEPENDENCIA AV. 2086,-58.395712,-34.618449,18,93
ALVAREZ THOMAS AV. 1294,-58.459831,-34.578312,10,443
OLIVERA AV. 187,-58.487032,-34.637596,10,98
CALLAO AV. 858,-58.39311,-34.599002,14,285
ENTRE RIOS AV. 1818,-58.390787,-34.629623,1,38
CORRIENTES AV. 5220,-58.439127,-34.59969,13,447
BELGRANO AV. 324,-58.370911,-34.61249,0,82
PUEYRREDON AV. 768,-58.404705,-34.601207,9,35
CORDOBA AV. 4471,-58.428774,-34.594989,15,476
ENTRE RIOS AV. 1818,-58.390787,-34.629623,10,199
ALEM LEANDRO N. AV. 518,-58.370691,-34.601595,19,78
LIMA ESTE Y GARAY JUAN DE,-58.382235,-34.626842,4,10
BELGRANO AV. 3218,-58.411416,-34.615436,4,13
AU. 25 DE MAYO - SENTIDO PROVINCIA - PK 1+261,-58.454008,-34.637039,20,244
CORDOBA AV. 1980,-58.395434,-34.599776,12,228
RIVADAVIA AV. 10524,-58.511786,-34.639436,16,112
SANTA FE AV. 3889,-58.418132,-34.583669,1,66
PUEYRREDON AV. 870,-58.404389,-34.600218,6,26
PUEYRREDON AV. 367,-58.40571,-34.605973,18,44
RABANAL FRANCISCO INTENDENTE AV. 1323,-58.417658,-34.654886,0,24
DE IRIGIOYEN BERNARDO 1026,-58.3799,-34.62006,16,63
CORDOBA AV. 3647,-58.417813,-34.597727,9,18
CABILDO AV. 1716,-58.453855,-34.565367,13,165
VERTIZ VIRREY AV. 2010,-58.449507,-34.559083,8,18
VERTIZ VIRREY AV. 2010,-58.449507,-34.559083,8,23
CALLAO AV. 1588,-58.391201,-34.591009,7,69
SANTA FE AV. 1483,-58.388215,-34.595676,4,1
CORDOBA AV. 1147,-58.383217,-34.599039,10,5
RIVADAVIA AV. 9618,-58.499769,-34.637578,16,205
SAN MARTIN AV. 1844,-58.454414,-34.605652,10,241
CALLAO AV. 858,-58.39311,-34.599002,5,92
ALBERDI JUAN BAUTISTA AV. 890,-58.440541,-34.623013,18,321
CALLAO AV. 858,-58.39311,-34.599002,16,287
LIMA 1365,-58.381495,-34.624262,0,36
FOREST AV. 634,-58.454309,-34.584925,1,185
FOREST AV. 634,-58.454309,-34.584925,1,155
BEIRO FRANCISCO AV. 2875,-58.494038,-34.594803,11,144
PUEYRREDON AV. 1418,-58.402311,-34.594121,20,139
AVELLANEDA AV. 1825,-58.456423,-34.621237,14,274
AVELLANEDA AV. 1825,-58.456423,-34.621237,0,87
SAN MARTIN AV. 1844,-58.454414,-34.605652,7,87
SANTA FE AV. 2622,-58.403884,-34.594047,6,15
NAZCA AV. 479,-58.471328,-34.626678,11,151
CALLAO AV. 681,-58.392623,-34.601114,19,27
CORRIENTES AV. 5220,-58.439127,-34.59969,4,66
LACROZE FEDERICO AV. 2462,-58.445413,-34.571098,1,108
LIMA OESTE 1524,-58.382189,-34.626200,1,2
CASEROS AV. 3020,-58.406358,-34.637334,0,13
FOREST AV. 634,-58.454309,-34.584925,0,165
RIVADAVIA AV. 4987,-58.43608,-34.618047,6,4
CORDOBA AV. 3329,-58.413685,-34.597847,6,9
ENTRE RIOS AV. 326,-58.391646,-34.613,18,298
LAS HERAS GENERAL AV. 2252,-58.396535,-34.588012,13,30
BOEDO AV. 965,-58.416231,-34.624996,12,179
SUAREZ 1635,-58.373758,-34.638502,15,111
CALLAO AV. 858,-58.39311,-34.599002,0,139
GARAY JUAN DE AV. 1769,-58.390037,-34.627139,6,45
SANTA FE AV. 4650,-58.425858,-34.578448,20,33
VEDIA 3438,-58.86039,-34.544242,11,189
MONTES DE OCA MANUEL AV. 1685,-58.373211,-34.646401,16,64
RIVADAVIA AV. 10524,-58.511786,-34.639436,9,134
SANTA FE AV. 3889,-58.418132,-34.583669,9,45
ENTRE RIOS AV. 326,-58.391646,-34.613,11,325
CABILDO AV. 1716,-58.453855,-34.565367,7,80
FOREST AV. 634,-58.454309,-34.584925,2,121
DEL LIBERTADOR AV. 5722,-58.445603,-34.55931,7,134
CORRIENTES AV. 3022,-58.408125,-34.604302,10,285
PUEYRREDON AV. 367,-58.40571,-34.605973,20,38
RIVADAVIA AV. 9618,-58.499769,-34.637578,14,174
RIVADAVIA AV. 7420,-58.469991,-34.630911,3,27
ENTRE RIOS AV. 326,-58.391646,-34.613,0,1
SANTA FE AV. 2622,-58.403884,-34.594047,8,19
CORDOBA AV. 1431,-58.387335,-34.599232,8,4
OLIVERA AV. 187,-58.487032,-34.637596,11,63
VEDIA 3438,-58.86039,-34.544242,14,188
NAZCA AV. 479,-58.471328,-34.626678,2,45
DEL LIBERTADOR AV. 5722,-58.445603,-34.55931,5,49
CALLAO AV. 1588,-58.391201,-34.591009,11,325
VUELTA DE OBLIGADO 2179,-58.456328,-34.560704,7,11
GARAY JUAN DE AV. 1769,-58.390037,-34.627139,7,92
ENTRE RIOS AV. 926,-58.391557,-34.619431,14,25
ALBERDI JUAN BAUTISTA AV. 890,-58.440541,-34.623013,12,490
AU. PERITO MORENO - SENTIDO PROVINCIA - PK 0+701,-58.522022,-34.636805,10,200
PUEYRREDON AV. 214,-58.406212,-34.607467,11,216
LIMA OESTE 1524,-58.382189,-34.626200,5,2
CORDOBA AV. 3647,-58.417813,-34.597727,5,7
LARREA 477,-58.402156,-34.603736,11,76
RIVADAVIA AV. 2775,-58.405518,-34.610013,0,7
LIMA 1365,-58.381495,-34.624262,17,117
ENTRE RIOS AV. 678,-58.391572,-34.616551,8,8
ALEM LEANDRO N. AV. 518,-58.370691,-34.601595,4,8
CALLAO AV. 858,-58.39311,-34.599002,2,84
LAS HERAS GENERAL AV. 2252,-58.396535,-34.588012,14,30
SANTA FE AV. 4650,-58.425858,-34.578448,16,105
RIVADAVIA AV. 9618,-58.499769,-34.637578,11,216
SANTA FE AV. 2622,-58.403884,-34.594047,6,8
MONTES DE OCA MANUEL AV. 1685,-58.373211,-34.646401,6,17
PUEYRREDON AV. 1418,-58.402311,-34.594121,20,147
CORDOBA AV. 2523,-58.402911,-34.59879,3,2
VERTIZ VIRREY AV. 2010,-58.449507,-34.559083,10,42
VUELTA DE OBLIGADO 2179,-58.456328,-34.560704,6,4
GAONA AV. 2300,-58.459429,-34.613877,17,390
PERON JUAN DOMINGO TTE. GENERAL 2687,-58.404461,-34.607561,5,9
AVELLANEDA AV. 1825,-58.456423,-34.621237,18,281
SANTA FE AV. 1483,-58.388215,-34.595676,18,29
ENTRE RIOS AV. 326,-58.391646,-34.613,20,347
CALLAO AV. 337,-58.392133,-34.605181,20,38
CALLAO AV. 858,-58.39311,-34.599002,15,256
ROCA CNEL. AV. 5870,-58.460539,-34.689402,7,42
CORDOBA AV. 4471,-58.428774,-34.594989,13,433
VUELTA DE OBLIGADO 2179,-58.456328,-34.560704,14,50
LAS HERAS GENERAL AV. 2252,-58.396535,-34.588012,15,31
CORDOBA AV. 2801,-58.407164,-34.597965,18,10
PUEYRREDON AV. 870,-58.404389,-34.600218,7,22
DE LA TORRE LISANDRO 663,-58.520368,-34.646059,13,66
CASEROS AV. 3020,-58.406358,-34.637334,0,11
CORDOBA AV. 2801,-58.407164,-34.597965,0,12
LIMA 1365,-58.381495,-34.624262,3,27
GARAY JUAN DE AV. 1769,-58.390037,-34.627139,7,82
CORDOBA AV. 3647,-58.417813,-34.597727,4,4
PERON JUAN DOMINGO TTE. GENERAL 2687,-58.404461,-34.607561,12,47
SANTA FE AV. 4650,-58.425858,-34.578448,12,113
LIMA 281,-58.381872,-34.611723,19,41
CALLAO AV. 681,-58.392623,-34.601114,6,12
BELGRANO AV. 324,-58.370911,-34.61249,1,63
BELGRANO AV. 324,-58.370911,-34.61249,13,139
ENTRE RIOS AV. 678,-58.391572,-34.616551,6,7
CORDOBA AV. 1980,-58.395434,-34.599776,14,208
PASEO COLON AV. 400,-58.368952,-34.612207,9,47
ENTRE RIOS AV. 182,-58.391718,-34.611145,18,16
LAS HERAS GENERAL AV. 2252,-58.396535,-34.588012,11,36
PASEO COLON AV. 753,-58.369509,-34.616769,9,69
CORDOBA AV. 3329,-58.413685,-34.597847,13,30
RIVADAVIA AV. 7218,-58.467187,-34.630203,16,148
ENTRE RIOS AV. 1818,-58.390787,-34.629623,2,26
ENTRE RIOS AV. 1818,-58.390787,-34.629623,19,95
FOREST AV. 634,-58.454309,-34.584925,15,294
CALLAO AV. 1588,-58.391201,-34.591009,6,75
PERON JUAN DOMINGO TTE. GENERAL 2687,-58.404461,-34.607561,0,21
BELGRANO AV. 3218,-58.411416,-34.615436,20,194
AU. 25 DE MAYO - SENTIDO PROVINCIA - PK 2+701,-58.439777,-34.631321,19,303
ALEM LEANDRO N. AV. 518,-58.370691,-34.601595,6,25
LIMA 1365,-58.381495,-34.624262,1,35
DE IRIGIOYEN BERNARDO 1026,-58.3799,-34.62006,4,16
MONTES DE OCA MANUEL AV. 1685,-58.373211,-34.646401,1,44
AVELLANEDA AV. 2924,-58.471929,-34.626563,1,7
DEL LIBERTADOR AV. 5722,-58.445603,-34.55931,18,339
ROCA CNEL. AV. 5870,-58.460539,-34.689402,11,42
LAS HERAS GENERAL AV. 2289,-58.396838,-34.587651,11,89
VERTIZ VIRREY AV. 2010,-58.449507,-34.559083,4,2
ALVAREZ THOMAS AV. 1294,-58.459831,-34.578312,4,135
LACROZE FEDERICO AV. 4199,-58.455081,-34.587105,1,78
LACROZE FEDERICO AV. 2462,-58.445413,-34.571098,6,39
LAS HERAS GENERAL AV. 1870,-58.392633,-34.591284,13,51
RIVADAVIA AV. 9618,-58.499769,-34.637578,18,163
CORDOBA AV. 3647,-58.417813,-34.597727,3,9
LIMA 1365,-58.381495,-34.624262,4,40
VERTIZ VIRREY AV. 2010,-58.449507,-34.559083,14,46
LARREA 477,-58.402156,-34.603736,13,57
AVELLANEDA AV. 1825,-58.456423,-34.621237,5,26
ALEM LEANDRO N. AV. 518,-58.370691,-34.601595,10,49
SAN JUAN AV. 1119,-58.381832,-34.622096,19,52
ALVAREZ THOMAS AV. 1294,-58.459831,-34.578312,19,349
BELGRANO AV. 324,-58.370911,-34.61249,18,134
PUEYRREDON AV. 214,-58.406212,-34.607467,20,224
BELGRANO AV. 324,-58.370911,-34.61249,17,127
SANTA FE AV. 3889,-58.418132,-34.583669,6,25
LIMA OESTE 1524,-58.382189,-34.626200,20,2
LIMA OESTE 1524,-58.382189,-34.626200,18,2
NAZCA AV. 479,-58.471328,-34.626678,2,51
CORDOBA AV. 4471,-58.428774,-34.594989,3,25
CORDOBA AV. 4570,-58.429776,-34.594591,8,314
DEL LIBERTADOR AV. 5722,-58.445603,-34.55931,7,85
INDEPENDENCIA AV. 2086,-58.395712,-34.618449,19,111
LAS HERAS GENERAL AV. 1870,-58.392633,-34.591284,2,18
AVELLANEDA AV. 2924,-58.471929,-34.626563,5,7
ENTRE RIOS AV. 326,-58.391646,-34.613,8,367
ENTRE RIOS AV. 182,-58.391718,-34.611145,11,20
PUEYRREDON AV. 459,-58.405495,-34.60505,14,45
SCALABRINI ORTIZ RAUL AV. 1385,-58.427003,-34.592379,2,90
SANTA FE AV. 1483,-58.388215,-34.595676,2,7
PUEYRREDON AV. 768,-58.404705,-34.601207,0,60
SANTA FE AV. 4650,-58.425858,-34.578448,7,43
ENTRE RIOS AV. 678,-58.391572,-34.616551,16,5
CALLAO AV. 681,-58.392623,-34.601114,18,29
RIVADAVIA AV. 7218,-58.467187,-34.630203,6,48
ENTRE RIOS AV. 678,-58.391572,-34.616551,19,7
LIMA ESTE Y GARAY JUAN DE,-58.382235,-34.626842,20,62
SCALABRINI ORTIZ RAUL AV. 1385,-58.427003,-34.592379,5,52
VEDIA 3438,-58.86039,-34.544242,17,163
PUEYRREDON AV. 870,-58.404389,-34.600218,2,19
LIMA 281,-58.381872,-34.611723,4,23
CASEROS AV. 3020,-58.406358,-34.637334,5,9
LARREA 477,-58.402156,-34.603736,10,70
ROSARIO 21,-58.429075,-34.618311,1,78
AVELLANEDA AV. 1825,-58.456423,-34.621237,9,218
BOEDO AV. 965,-58.416231,-34.624996,8,90
JUSTO JUAN B. AV. 4781,-58.466338,-34.610364,5,7
ALBERDI JUAN BAUTISTA AV. 890,-58.440541,-34.623013,1,203
AU. 25 DE MAYO - SENTIDO PROVINCIA - PK 1+261,-58.454008,-34.637039,12,603
CORRIENTES AV. 6210,-58.448402,-34.591075,19,280
ENTRE RIOS AV. 678,-58.391572,-34.616551,13,9
AVELLANEDA AV. 2924,-58.471929,-34.626563,6,34
CORDOBA AV. 3329,-58.413685,-34.597847,20,22
BELGRANO AV. 3218,-58.411416,-34.615436,2,24
SCALABRINI ORTIZ RAUL AV. 1385,-58.427003,-34.592379,3,43
RIVADAVIA AV. 2775,-58.405518,-34.610013,20,74
ROSARIO 21,-58.429075,-34.618311,4,34
VUELTA DE OBLIGADO 2179,-58.456328,-34.560704,3,1
CORDOBA AV. 4570,-58.429776,-34.594591,2,150
CALLAO AV. 337,-58.392133,-34.605181,0,3
MONTES DE OCA MANUEL AV. 1685,-58.373211,-34.646401,5,9
SANTA FE AV. 2622,-58.403884,-34.594047,20,19
PUEYRREDON AV. 768,-58.404705,-34.601207,1,44
SUAREZ 1635,-58.373758,-34.638502,6,30
CORDOBA AV. 4570,-58.429776,-34.594591,11,403
LAS HERAS GENERAL AV. 2252,-58.396535,-34.588012,9,27
PUEYRREDON AV. 367,-58.40571,-34.605973,14,59
CORRIENTES AV. 5220,-58.439127,-34.59969,15,394
GAONA AV. 2300,-58.459429,-34.613877,9,339
RIVADAVIA AV. 4987,-58.43608,-34.618047,9,189
